Mark,WIND,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
14.21,0.0,Andreea PANȚUROIU,1995-02-24,ROU,"Gallur, Madrid (ESP) (i)",2018-02-08,triple jump,22,F,1
14.21,-0.3,Rouguy DIALLO,1995-02-05,FRA,"Shanghai Stadium, Shanghai (CHN)",2018-05-12,triple jump,23,F,0
14.21,0.0,Liadagmis POVEA,1996-02-06,CUB,Camagüey (CUB),2018-06-01,triple jump,22,F,0
14.21,+3.9,Anna KRASUTSKA,1995-07-20,UKR,Kropyvnytskiy (UKR),2018-06-26,triple jump,22,F,0
14.21,-0.7,Neele ECKHARDT,1992-07-02,GER,Hamburg (GER),2018-07-07,triple jump,26,F,0
14.21,-0.1,Neele ECKHARDT,1992-07-02,GER,Nürnberg (GER),2018-07-21,triple jump,26,F,0
14.21,0.0,Kristin GIERISCH,1990-08-20,GER,"Gallur, Madrid (ESP) (i)",2019-02-08,triple jump,28,F,1
14.21,-0.1,Liadagmis POVEA,1996-02-06,CUB,La Habana (CUB),2019-06-13,triple jump,23,F,0
14.21,+0.8,Patrícia MAMONA,1988-11-21,POR,"Dinamo National Olympic Stadium, Minsk (BLR)",2019-09-09,triple jump,30,F,0
14.21,+0.4,Patrícia MAMONA,1988-11-21,POR,"Khalifa International Stadium, Doha (QAT)",2019-10-03,triple jump,30,F,0
14.21,-0.6,Shanieka RICKETTS,1992-02-02,JAM,"National Stadium, Kingston (JAM)",2020-08-08,triple jump,28,F,0
14.21,0.0,Ana PELETEIRO,1995-12-02,ESP,"Gallur, Madrid (ESP) (i)",2021-02-20,triple jump,25,F,1
14.21,0.0,Patrícia MAMONA,1988-11-21,POR,"Gallur, Madrid (ESP) (i)",2021-02-24,triple jump,32,F,1
14.21,+0.8,Davisleydi VELAZCO,1999-09-04,CUB,"Estadio Panamericano, La Habana (CUB)",2021-05-22,triple jump,21,F,0
14.21,+1.9,Yekaterina KONEVA,1988-09-25,RUS,"Slava Metreveli Stadium, Sochi (RUS)",2021-05-29,triple jump,32,F,0
14.21,+0.9,Neja FILIPIČ,1995-04-22,SLO,"Beroe Stadium, Stara Zagora (BUL)",2021-06-19,triple jump,26,F,0
14.21,+0.1,Kristiina MÄKELÄ,1992-11-20,FIN,"National Stadium, Tokyo (JPN)",2021-07-30,triple jump,28,F,0
14.21,+1.3,Patrícia MAMONA,1988-11-21,POR,"Stade Olympique de la Pontaise, Lausanne (SUI)",2021-08-26,triple jump,32,F,0
14.21,+0.5,Patrícia MAMONA,1988-11-21,POR,"Estadio Vallehermoso, Madrid (ESP)",2022-06-18,triple jump,33,F,0
14.21,+0.4,Senni SALMINEN,1996-01-29,FIN,"Hayward Field, Eugene, OR (USA)",2022-07-16,triple jump,26,F,0
14.21,-0.4,Tori FRANKLIN,1992-10-07,USA,"Stade Olympique de la Pontaise, Lausanne (SUI)",2022-08-26,triple jump,29,F,0
14.21,0.0,Mikeisha WELCOME,2000-08-06,VIN,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-11,triple jump,22,F,1
14.21,+2.6,Rūta Kate LASMANE,2000-12-17,LAT,"Mike A. Myers Stadium, Austin, TX (USA)",2023-06-10,triple jump,22,F,0
14.21,+1.4,Yekaterina KONEVA,1988-09-25,RUS,"Luzhniki, South Arena, Moskva (RUS)",2023-06-10,triple jump,34,F,0
14.21,-0.1,Thea LAFOND,1994-04-05,DMA,"Bislett Stadion, Oslo (NOR)",2023-06-15,triple jump,29,F,0
14.21,+1.9,María VICENTE,2001-03-28,ESP,"Estadi Natalia Rodríguez, Tarragona (ESP)",2023-07-02,triple jump,22,F,0
14.21,+1.0,María VICENTE,2001-03-28,ESP,"Leppävaaran Stadion, Espoo (FIN)",2023-07-14,triple jump,22,F,0
14.21,+0.2,Ana PELETEIRO,1995-12-02,ESP,"Pista Parc Central, Torrent (ESP)",2023-07-30,triple jump,27,F,0
14.21,-0.3,Ana PELETEIRO-COMPAORÉ,1995-12-02,ESP,"Stadio Olimpico, Roma (ITA)",2024-06-07,triple jump,28,F,0
14.21,+3.8,Dovilė KILTY,1993-07-14,LTU,"Palangos Stadionas, Palanga (LTU)",2024-06-30,triple jump,30,F,0
14.21,+1.0,Ana PELETEIRO-COMPAORÉ,1995-12-02,ESP,"Stade Louis II, Monaco (MON)",2024-07-12,triple jump,28,F,0
14.21,+2.0,Neja FILIPIČ,1995-04-22,SLO,"Športni center Vinko Cajnko, Slovenj Gradec (SLO)",2024-09-08,triple jump,29,F,0
14.21,+2.2,Gabriela PETROVA,1992-06-29,BUL,"National Sports Academy, Sofia (BUL)",2025-08-02,triple jump,33,F,0
14.21,+0.4,Saly SARR,2002-10-14,SEN,"National Stadium, Tokyo (JPN)",2025-09-16,triple jump,22,F,0
14.21,+0.2,Ackelia SMITH,2002-02-05,JAM,"National Stadium, Tokyo (JPN)",2025-09-16,triple jump,23,F,0
14.2,+2.1,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Bratislava (SVK),1994-06-01,triple jump,23,F,0
14.2,0.0,Yolanda CHEN,1961-07-26,RUS,Bruxelles (BEL),1995-08-25,triple jump,34,F,0
14.2,+0.7,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Fukuoka (JPN),1995-09-01,triple jump,24,F,0
14.2,0.0,Rodica MATEESCU,1971-03-13,ROU,Moskva (RUS) (i),1996-02-14,triple jump,24,F,1
14.2,+1.6,Tereza MARINOVA,1977-09-25,BUL,"SIAC Homebush, Sydney (AUS)",1996-08-24,triple jump,18,F,0
14.2,0.0,Yamilé ALDAMA,1972-08-14,CUB,Birmingham (GBR) (i),1997-02-23,triple jump,24,F,1
14.2,+0.4,Olga Lidia CEPERO,1975-02-04,CUB,Kingston (JAM),1997-09-19,triple jump,22,F,0
14.2,0.0,Qiuyan HUANG,1980-01-25,CHN,Guangzhou (CHN),1998-03-26,triple jump,18,F,0
14.2,+0.3,Olena HOVOROVA,1973-09-18,UKR,Kyiv (UKR),1998-05-15,triple jump,24,F,0
14.2,0.0,Cristina NICOLAU,1977-08-09,ROU,Bucureşti (ROU),1998-06-21,triple jump,20,F,0
14.2,-1.1,Tatyana LEBEDEVA,1976-07-21,RUS,Luzern (SUI),1998-07-02,triple jump,21,F,0
14.2,+1.8,Oksana ROGOVA,1978-10-07,RUS,Vladimir (RUS),1999-05-30,triple jump,20,F,0
14.2,+0.5,Adelina GAVRILĂ,1978-11-26,ROU,"La Cartuja, Sevilla (ESP)",1999-08-22,triple jump,20,F,0
14.2,0.0,Iva PRANDZHEVA,1972-02-15,BUL,"Topsporthal Vlaanderen, Gent (BEL) (i)",2000-02-25,triple jump,28,F,1
14.2,+1.6,Yelena PARFENOVA,1974-01-26,KAZ,Almaty (KAZ),2000-05-28,triple jump,26,F,0
14.2,0.0,Yamilé ALDAMA,1972-08-14,CUB,Birmingham (GBR) (i),2000-06-24,triple jump,27,F,1
14.2,-0.3,Olga YERSHOVA,1976-08-13,RUS,Tula (RUS),2000-07-24,triple jump,23,F,0
14.2,0.0,Yelena OLEYNIKOVA,1976-12-09,RUS,Moskva (RUS),2001-05-18,triple jump,24,F,0
14.2,0.0,Oksana ROGOVA,1978-10-07,RUS,Kalamata (GRE),2001-06-02,triple jump,22,F,0
14.2,-0.4,Nadezhda ALYOKHINA,1978-09-22,RUS,Tula (RUS),2001-07-15,triple jump,22,F,0
14.2,+1.7,Natallia SAFRONAVA,1974-04-11,BLR,"Commonwealth Stadium, Edmonton (CAN)",2001-08-08,triple jump,27,F,0
14.2,0.0,Anastasiya ILYINA,1982-01-16,RUS,Moskva (RUS) (i),2002-01-22,triple jump,20,F,1
14.2,0.0,Nadezhda ALYOKHINA,1978-09-22,RUS,"Ferry-Dusika-Halle, Wien (AUT) (i)",2002-03-02,triple jump,23,F,1
14.2,+0.3,Irina VASILYEVA,1979-04-09,RUS,Athina (GRE),2002-05-29,triple jump,23,F,0
14.2,-0.7,Yuliana PEREZ,1981-07-21,USA,"Tucson, AZ (USA)",2002-06-01,triple jump,20,F,0
14.2,0.0,Yuliana PEREZ,1981-07-21,USA,"Jonesboro, AR (USA)",2002-06-09,triple jump,20,F,0
14.2,+2.5,Yuliana PEREZ,1981-07-21,USA,"Palo Alto, CA (USA)",2002-06-22,triple jump,20,F,0
14.2,+0.7,Yelena OLEYNIKOVA,1976-12-09,RUS,Luzern (SUI),2002-06-26,triple jump,25,F,0
14.2,+1.2,Kéne NDOYE,1978-11-20,SEN,Barletta (ITA),2002-07-06,triple jump,23,F,0
14.2,0.0,Tereza MARINOVA,1977-09-25,BUL,Sofia (BUL) (i),2003-02-08,triple jump,25,F,1
14.2,+0.5,Mabel GAY,1983-05-05,CUB,Lille (FRA),2003-06-15,triple jump,20,F,0
14.2,0.0,Georgia YANNAKITSIODU,1982-02-10,GRE,Athina (GRE),2003-07-09,triple jump,21,F,0
14.2,-1.5,Baya RAHOULI,1979-07-27,ALG,Algiers (ALG),2003-07-17,triple jump,23,F,0
14.2,0.0,Viktoriya GUROVA,1982-05-22,RUS,Tula (RUS),2003-08-08,triple jump,21,F,0
14.2,+0.3,Kéne NDOYE,1978-11-20,SEN,"Stade de France, Paris-St-Denis (FRA)",2003-08-24,triple jump,24,F,0
14.2,+1.8,Mabel GAY,1983-05-05,CUB,La Habana (CUB),2004-02-12,triple jump,20,F,0
14.2,+0.6,Olga Lidia CEPERO,1975-02-04,CUB,La Habana (CUB),2004-02-27,triple jump,29,F,0
14.2,0.0,Qiuyan HUANG,1980-01-25,CHN,Beijing (CHN),2004-05-30,triple jump,24,F,0
14.2,0.0,Liliana ZAGACKA,1977-01-28,POL,Biala Podlaska (POL),2004-07-11,triple jump,27,F,0
14.2,+1.5,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Praha (CZE),2004-08-07,triple jump,33,F,0
14.2,0.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Pardubice (CZE),2004-09-05,triple jump,33,F,0
14.2,0.0,Anastasiya POTAPOVA,1985-09-06,RUS,Tula (RUS),2005-06-15,triple jump,19,F,0
14.2,-0.5,Carlota CASTREJANA,1973-04-25,ESP,"Olympiastadion, Helsinki (FIN)",2005-08-06,triple jump,32,F,0
14.2,0.0,Natallia SAFRONAVA,1974-04-11,BLR,Mogilyov (BLR) (i),2006-01-28,triple jump,31,F,1
14.2,+1.8,Tereza MARINOVA,1977-09-25,BUL,Kalamata (GRE),2006-06-03,triple jump,28,F,0
14.2,+1.5,Mabel GAY,1983-05-05,CUB,Cartagena de Indias (COL),2006-07-29,triple jump,23,F,0
14.2,+1.3,Tereza MARINOVA,1977-09-25,BUL,"Ullevi Stadium, Göteborg (SWE)",2006-08-09,triple jump,28,F,0
14.2,0.0,Olesya IVANENKO,1982-10-06,RUS,"National Indoor Arena, Birmingham (GBR) (i)",2007-03-02,triple jump,24,F,1
14.2,+5.6,Maurren Higa MAGGI,1976-06-25,BRA,Uberlandia (BRA),2007-05-06,triple jump,30,F,0
14.2,-0.3,Marija ŠESTAK,1979-04-17,SLO,Torino (ITA),2007-06-08,triple jump,28,F,0
14.2,+0.1,Anna KRYLOVA,1985-10-03,RUS,Tula (RUS),2007-06-20,triple jump,21,F,0
14.2,NWI,Adelina GAVRILĂ,1978-11-26,ROU,Bucureşti (ROU),2007-07-27,triple jump,28,F,0
14.2,-1.5,Viktoriya GUROVA,1982-05-22,RUS,Tula (RUS),2007-08-03,triple jump,25,F,0
14.2,-0.3,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Yanmar Stadium Nagai, Osaka (JPN)",2007-08-29,triple jump,26,F,0
14.2,+0.5,Olha SALADUKHA,1983-06-04,UKR,Avezzano (ITA),2007-09-16,triple jump,24,F,0
14.2,0.0,Yamilé ALDAMA,1972-08-14,SUD,Paris (FRA) (i),2008-02-22,triple jump,35,F,1
14.2,0.0,Olga RYPAKOVA,1984-11-30,KAZ,"Velódromo Luis Puig, Valencia (ESP) (i)",2008-03-07,triple jump,23,F,1
14.2,0.0,Erica MCLAIN,1986-01-24,USA,"Fayetteville, AR (USA) (i)",2008-03-15,triple jump,22,F,1
14.2,0.0,Oleksandra STADNYUK-SHISHLYUK,1980-04-16,UKR,Yalta (UKR),2008-06-08,triple jump,28,F,0
14.2,-0.5,Teresa NZOLA MESO,1983-11-30,FRA,Albi (FRA),2008-07-24,triple jump,24,F,0
14.2,+0.1,Oksana UDMURTOVA,1982-02-01,RUS,Shanghai (CHN),2008-09-20,triple jump,26,F,0
14.2,0.0,Kaire LEIBAK,1988-05-21,EST,Tallinn (EST) (i),2009-02-04,triple jump,20,F,1
14.2,-0.3,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Kalamata (GRE),2009-05-30,triple jump,20,F,0
14.2,-1.2,Olga RYPAKOVA,1984-11-30,KAZ,Bursa (TUR),2009-06-09,triple jump,24,F,0
14.2,+1.1,Katja DEMUT,1983-12-21,GER,Ulm (GER),2009-07-04,triple jump,25,F,0
14.2,+3.2,Marija ŠESTAK,1979-04-17,SLO,Maribor (SLO),2009-08-01,triple jump,30,F,0
14.2,0.0,Yekaterina KAYUKOVA-CHERNENKO,1986-10-09,RUS,Moskva (RUS) (i),2010-02-27,triple jump,23,F,1
14.2,+1.4,Dana VELĎÁKOVÁ,1981-06-03,SVK,Rabat (MAR),2010-06-06,triple jump,29,F,0
14.2,+1.5,Petya DACHEVA,1985-03-10,BUL,Istanbul (TUR),2010-06-12,triple jump,25,F,0
14.2,-0.4,Dana VELĎÁKOVÁ,1981-06-03,SVK,"Stade Olympique de la Pontaise, Lausanne (SUI)",2010-07-08,triple jump,29,F,0
14.2,-0.6,Yargelis SAVIGNE,1984-11-13,CUB,La Habana (CUB),2011-02-10,triple jump,26,F,0
14.2,0.0,Katja DEMUT,1983-12-21,GER,Leipzig (GER) (i),2011-02-26,triple jump,27,F,1
14.2,0.0,Petya DACHEVA,1985-03-10,BUL,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",2011-03-04,triple jump,25,F,1
14.2,-1.9,Yusmay BICET,1983-12-08,CUB,La Habana (CUB),2011-03-19,triple jump,27,F,0
14.2,+0.9,Nastassia MIRONCHYK-IVANOVA,1989-04-13,BLR,Brest (BLR),2011-05-13,triple jump,22,F,0
14.2,+1.9,Zhanna KNYAZHEVA,1989-09-25,UKR,Yalta (UKR),2011-06-01,triple jump,21,F,0
14.2,0.0,Yekaterina KONEVA,1988-09-25,RUS,Cheboksary (RUS),2011-07-24,triple jump,22,F,0
14.2,+1.7,Yamilé ALDAMA,1972-08-14,GBR,Viljandi (EST),2011-08-09,triple jump,38,F,0
14.2,+2.9,Gisele LIMA DE OLIVEIRA,1980-08-01,BRA,São Paulo (BRA),2011-08-26,triple jump,31,F,0
14.2,0.0,Josleidy RIBALTA,1990-05-02,CUB,La Habana (CUB),2012-02-10,triple jump,21,F,0
14.2,+1.8,Keila COSTA,1983-02-06,BRA,São Paulo (BRA),2012-04-07,triple jump,29,F,0
14.2,-2.4,Yargelis SAVIGNE,1984-11-13,CUB,La Habana (CUB),2012-05-27,triple jump,27,F,0
14.2,+0.7,Snežana VUKMIROVIČ,1982-08-19,SLO,Ljubljana (SLO),2012-06-07,triple jump,29,F,0
14.2,+2.0,Hanna DEMYDOVA,1987-04-08,USA,"Des Moines, IA (USA)",2012-06-09,triple jump,25,F,0
14.2,+0.5,Anastasiya POTAPOVA,1985-09-06,RUS,Moskva (RUS),2012-06-11,triple jump,26,F,0
14.2,-1.5,Kseniya DZIATSUK,1986-04-23,BLR,"Olympiastadion, Helsinki (FIN)",2012-06-27,triple jump,26,F,0
14.2,0.0,Trecia Kaye SMITH,1975-11-05,JAM,"National Indoor Arena, Birmingham (GBR) (i)",2013-02-16,triple jump,37,F,1
14.2,0.0,Liuba Maria ZALDÍVAR,1993-04-05,CUB,La Habana (CUB),2013-02-23,triple jump,19,F,0
14.2,+0.5,Anastasiya ZHURAVLYEVA,1981-10-09,UZB,Tashkent (UZB),2013-05-04,triple jump,31,F,0
14.2,+1.5,Natalya ALEKSEYEVA,1986-11-28,RUS,Sochi (RUS),2013-05-26,triple jump,26,F,0
14.2,+0.8,Anna JAGACIAK,1990-02-10,POL,Toruń (POL),2013-07-19,triple jump,23,F,0
14.2,+1.0,Niki PANETTA,1986-04-21,GRE,Athina (GRE),2013-07-21,triple jump,27,F,0
14.2,0.0,Yarianna MARTÍNEZ,1984-09-20,CUB,La Habana (CUB),2014-02-01,triple jump,29,F,0
14.2,0.0,Yekaterina KONEVA,1988-09-25,RUS,"Ergo Arena, Sopot (POL) (i)",2014-03-07,triple jump,25,F,1
14.2,0.0,Dailenys ALCÁNTARA,1991-08-10,CUB,La Habana (CUB),2014-03-19,triple jump,22,F,0
14.2,-0.1,Jenny ELBE,1990-04-18,GER,Ingolstadt (GER),2014-05-24,triple jump,24,F,0
14.2,+2.2,Andreea PANȚUROIU,1995-02-24,ROU,Cluj-Napoca (ROU),2014-06-06,triple jump,19,F,0
14.2,+0.8,Anna JAGACIAK,1990-02-10,POL,"FBK Stadium, Hengelo (NED)",2014-06-08,triple jump,24,F,0
14.2,+1.8,Rouguy DIALLO,1995-02-05,FRA,"Hayward Field, Eugene, OR (USA)",2014-07-26,triple jump,19,F,0
14.2,+2.3,Ruslana TSYKHOTSKA,1986-03-23,UKR,Kirovograd (UKR),2014-07-26,triple jump,28,F,0
14.2,0.0,Kristiina MÄKELÄ,1992-11-20,FIN,Mustasaari (FIN) (i),2015-02-04,triple jump,22,F,1
14.2,0.0,Kristin GIERISCH,1990-08-20,GER,"O2 Arena, Praha (CZE) (i)",2015-03-07,triple jump,24,F,1
14.2,0.0,Yekaterina KONEVA,1988-09-25,RUS,"O2 Arena, Praha (CZE) (i)",2015-03-07,triple jump,26,F,1
14.2,+3.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Chania (GRE),2015-06-01,triple jump,26,F,0
14.2,+1.6,Xiaohong LI,1995-01-08,CHN,Chanthaburi (THA),2015-06-29,triple jump,20,F,0
14.2,+0.3,Kimberly WILLIAMS,1988-11-03,JAM,"Stade de France, Paris-St-Denis (FRA)",2015-07-04,triple jump,26,F,0
14.2,+2.0,Yulimar ROJAS,1995-10-21,VEN,"CIBC, Toronto (CAN)",2015-07-21,triple jump,19,F,0
14.2,0.0,Kristiina MÄKELÄ,1992-11-20,FIN,Mustasaari (FIN) (i),2016-02-06,triple jump,23,F,1
14.2,-0.6,Hanna MINENKO,1989-09-25,ISR,"Estádio Olímpico, Rio de Janeiro (BRA)",2016-08-13,triple jump,26,F,0
14.2,0.0,Ana PELETEIRO,1995-12-02,ESP,"Kombank Arena, Beograd (SRB) (i)",2017-03-03,triple jump,21,F,1
14.2,+0.1,Shanieka RICKETTS,1992-02-02,JAM,Kingston (JAM),2017-03-25,triple jump,25,F,0
14.2,+1.7,Thea LAFOND,1994-04-05,DMA,"Philadelphia, PA (USA)",2017-04-29,triple jump,23,F,0
14.2,+0.3,Olga RYPAKOVA,1984-11-30,KAZ,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2017-07-16,triple jump,32,F,0
14.2,+0.4,Hanna MINENKO,1989-09-25,ISR,"Alexander Stadium, Birmingham (GBR)",2017-08-20,triple jump,27,F,0
14.2,0.0,Ana PELETEIRO,1995-12-02,ESP,Val-de-Reuil (FRA) (i),2018-01-27,triple jump,22,F,1
14.2,+1.4,Olha SALADUKHA,1983-06-04,UKR,Chania (GRE),2018-06-02,triple jump,34,F,0
14.2,-2.9,Darya NIDBAYKINA,1994-12-26,RUS,Zhukovskiy (RUS),2018-06-13,triple jump,23,F,0
14.2,-1.9,Andreea PANȚUROIU,1995-02-24,ROU,"Olympiastadion, Berlin (GER)",2018-08-08,triple jump,23,F,0
14.2,0.0,Olha SALADUKHA,1983-06-04,UKR,Kyiv (UKR) (i),2019-01-15,triple jump,35,F,1
14.2,0.0,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Athina (GRE),2019-05-19,triple jump,30,F,0
14.2,+0.9,Hanna MINENKO,1989-09-25,ISR,Limoges (FRA),2019-06-19,triple jump,29,F,0
14.2,+0.1,Keturah ORJI,1996-03-05,USA,"Stade Louis II, Monaco (MON)",2019-07-11,triple jump,23,F,0
14.2,+0.9,Rouguy DIALLO,1995-02-05,FRA,"Stade Louis II, Monaco (MON)",2019-07-11,triple jump,24,F,0
14.2,+1.5,Paraskevi PAPACHRISTOU,1989-04-17,GRE,Padova (ITA),2019-07-16,triple jump,30,F,0
14.2,+1.0,Ana PELETEIRO,1995-12-02,ESP,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",2019-09-01,triple jump,23,F,0
14.2,+0.1,Kimberly WILLIAMS,1988-11-03,JAM,"Khalifa International Stadium, Doha (QAT)",2019-10-03,triple jump,30,F,0
14.2,0.0,Kristiina MÄKELÄ,1992-11-20,FIN,Val-de-Reuil (FRA) (i),2020-02-14,triple jump,27,F,1
14.2,0.0,Yekaterina KONEVA,1988-09-25,RUS,"LFK CSKA, Moskva (RUS) (i)",2020-02-25,triple jump,31,F,1
14.2,+0.1,Ana Lucia JOSE TIMA,1989-10-10,DOM,Guayaquil (ECU),2021-04-17,triple jump,31,F,0
14.2,+0.7,Rūta Kate LASMANE,2000-12-17,LAT,"Paul Derr TF Facility, Raleigh, NC (USA)",2021-05-14,triple jump,20,F,0
14.2,+0.5,Rouguy DIALLO,1995-02-05,FRA,"Polideportivo Municipal, Andújar (ESP)",2021-05-22,triple jump,26,F,0
14.2,+1.1,Kristiina MÄKELÄ,1992-11-20,FIN,"Eläintarhan urheilukenttä, Helsinki (FIN)",2021-05-30,triple jump,28,F,0
14.2,+1.8,Irina EKTOVA,1987-01-08,KAZ,"Central Stadium, Almaty (KAZ)",2021-06-07,triple jump,34,F,0
14.2,-0.1,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Stadio G. Teghil, Lignano Sabbiadoro (ITA)",2021-07-03,triple jump,19,F,0
14.2,+0.4,Senni SALMINEN,1996-01-29,FIN,"National Stadium, Tokyo (JPN)",2021-07-30,triple jump,25,F,0
14.2,+0.8,Neele ECKHARDT-NOACK,1992-07-02,GER,"National Stadium, Tokyo (JPN)",2021-07-30,triple jump,29,F,0
14.2,+0.7,Leyanis PÉREZ HERNÁNDEZ,2002-01-10,CUB,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",2022-06-05,triple jump,20,F,0
14.2,+0.6,Davisleydi VELAZCO,1999-09-04,CUB,"Estadio Universitario, Lisboa (POR)",2022-06-10,triple jump,22,F,0
14.2,0.0,Dariya DERKACH,1993-03-27,ITA,"Ataköy Arena, Istanbul (TUR) (i)",2023-03-04,triple jump,29,F,1
14.2,0.0,Anne-Suzanna FOSTHER-KATTA,1998-11-13,FRA,"Convention Center, Albuquerque, NM (USA) (i)",2023-03-11,triple jump,24,F,1
14.2,+0.7,Shanieka RICKETTS,1992-02-02,JAM,"Paavo Nurmen Stadion, Turku (FIN)",2023-06-13,triple jump,31,F,0
14.2,+1.0,María VICENTE,2001-03-28,ESP,"Pista Parc Central, Torrent (ESP)",2023-07-30,triple jump,22,F,0
14.2,+0.3,Ottavia CESTONARO,1995-01-12,ITA,"Nemzeti Atlétikai Központ, Budapest (HUN)",2023-08-23,triple jump,28,F,0
14.2,0.0,Liadagmis POVEA,1996-02-06,CUB,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA) (i)",2024-02-03,triple jump,27,F,1
14.2,+1.1,Neja FILIPIČ,1995-04-22,SLO,"Športni center, Kranj (SLO)",2024-05-11,triple jump,29,F,0
14.2,+2.0,Olha KORSUN,1996-11-11,UKR,"Avangard Stadium, Lutsk (UKR)",2024-05-19,triple jump,27,F,0
14.2,+3.4,Ilionis GUILLAUME,1998-01-13,FRA,"Suhaim bin Hamad Stadium, Doha (QAT)",2025-05-16,triple jump,27,F,0
14.19,+3.5,Shuhua LI,1968-07-10,CHN,Sapporo (JPN),1989-08-26,triple jump,21,F,0
14.19,0.0,Irina MUSHAYILOVA,1967-01-06,RUS,Villeneuve d'Ascq (FRA),1993-07-02,triple jump,26,F,0
14.19,+0.1,Helga RADTKE,1962-05-16,GER,"Gottlieb-Daimler Stadion, Stuttgart (GER)",1993-08-21,triple jump,31,F,0
14.19,-2.1,Yolanda CHEN,1961-07-26,RUS,São Paulo (BRA),1994-05-21,triple jump,32,F,0
14.19,+3.0,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Valencia (ESP),1994-06-11,triple jump,23,F,0
14.19,0.0,Rodica MATEESCU,1971-03-13,ROU,Stockholm (SWE),1995-07-10,triple jump,24,F,0
14.19,-0.4,Virge NAERIS,1969-12-12,EST,Pietersburg (RSA),1996-04-03,triple jump,26,F,0
14.19,+0.5,Ruiping REN,1976-02-01,CHN,Nanjing (CHN),1996-05-06,triple jump,20,F,0
14.19,+2.5,Sheila HUDSON,1967-06-30,USA,"Modesto, CA (USA)",1996-05-11,triple jump,28,F,0
14.19,+1.3,Anna BIRYUKOVA,1967-09-27,RUS,"Olympic Stadium, Atlanta, GA (USA)",1996-07-29,triple jump,28,F,0
14.19,+1.8,Olena HOVOROVA,1973-09-18,UKR,Monaco (MON),1996-08-10,triple jump,22,F,0
14.19,+2.7,Valérie GUIYOULE,1972-08-03,FRA,Montgeron (FRA),1997-05-17,triple jump,24,F,0
14.19,+0.2,Šárka KAŠPÁRKOVÁ,1971-05-20,CZE,Třinec (CZE),1997-07-06,triple jump,26,F,0
14.19,+2.7,Olena HOVOROVA,1973-09-18,UKR,Catania (ITA),1997-08-29,triple jump,23,F,0
14.19,0.0,Ashia HANSEN,1971-12-05,GBR,Birmingham (GBR) (i),1998-02-07,triple jump,26,F,1
14.19,0.0,Cristina NICOLAU,1977-08-09,ROU,Pireaus (GRE) (i),1998-02-22,triple jump,20,F,1
14.19,+0.8,Tetyana KOTOVA,1970-01-02,UKR,Kyiv (UKR),1998-08-01,triple jump,28,F,0
14.19,+1.2,Rodica MATEESCU,1971-03-13,ROU,Tokyo (JPN),1998-09-19,triple jump,27,F,0
14.19,+1.7,Gundega SPROĢE,1972-02-12,LAT,Pula (CRO),1999-06-05,triple jump,27,F,0
14.19,+2.6,Olena HOVOROVA,1973-09-18,UKR,Bratislava (SVK),1999-06-08,triple jump,25,F,0
14.19,+1.6,Baya RAHOULI,1979-07-27,ALG,Padova (ITA),1999-06-26,triple jump,19,F,0
14.19,+0.3,Eva DOLEŽALOVÁ,1979-05-24,CZE,"Ullevi Stadium, Göteborg (SWE)",1999-08-01,triple jump,20,F,0
14.19,0.0,Adelina GAVRILĂ,1978-11-26,ROU,Moskva (RUS) (i),2000-01-27,triple jump,21,F,1
14.19,-0.1,Olga YERSHOVA,1976-08-13,RUS,Athina (GRE),2000-05-31,triple jump,23,F,0
14.19,0.0,Cristina NICOLAU,1977-08-09,ROU,Athina (GRE),2000-06-28,triple jump,22,F,0
14.19,+2.0,Anna PYATYKH,1981-04-04,RUS,Lapinlahti (FIN),2000-07-16,triple jump,19,F,0
14.19,0.0,Tiombe HURD,1973-08-17,USA,"Atlantic Pavillion, Lisboa (POR) (i)",2001-03-11,triple jump,27,F,1
14.19,-1.2,Anastasiya ILYINA,1982-01-16,RUS,Chania (GRE),2001-06-04,triple jump,19,F,0
14.19,+1.3,Yuliana PEREZ,1981-07-21,USA,"Albuquerque, NM (USA)",2001-07-08,triple jump,19,F,0
14.19,0.0,Olga YERSHOVA,1976-08-13,RUS,Moskva (RUS),2002-05-18,triple jump,25,F,0
14.19,-1.5,Heli KOIVULA,1975-06-27,FIN,Lahti (FIN),2002-06-16,triple jump,26,F,0
14.19,+2.4,Olga YERSHOVA,1976-08-13,RUS,Blida (ALG),2002-06-20,triple jump,25,F,0
