Mark,Competitor,DOB,Nat,Venue,Date,Event,Age,Gender,is_indoor
2.28,Robbie GRABARZ,1987-10-03,GBR,Cardiff (GBR),2010-08-28,high jump,22,M,0
2.28,Rashid Ahmed AL MANNAI,1988-06-18,QAT,"Poljud Stadion, Split (CRO)",2010-09-04,high jump,22,M,0
2.28,Donald THOMAS,1984-07-01,BAH,"Poljud Stadion, Split (CRO)",2010-09-04,high jump,26,M,0
2.28,Ricky ROBERTSON,1990-09-19,USA,"Jonesboro, AR (USA) (i)",2011-01-22,high jump,20,M,1
2.28,Tom PARSONS,1984-05-05,GBR,Köln (GER) (i),2011-01-26,high jump,26,M,1
2.28,Jesse WILLIAMS,1983-12-27,USA,Glasgow (GBR) (i),2011-01-29,high jump,27,M,1
2.28,Andrey SILNOV,1984-09-09,RUS,Moskva (RUS) (i),2011-02-06,high jump,26,M,1
2.28,Tom PARSONS,1984-05-05,GBR,Sheffield (GBR) (i),2011-02-06,high jump,26,M,1
2.28,Jaroslav BÁBA,1984-09-02,CZE,Brno (CZE) (i),2011-02-08,high jump,26,M,1
2.28,Aleksey DMITRIK,1984-04-12,RUS,Banská Bystrica (SVK) (i),2011-02-09,high jump,26,M,1
2.28,Nicola CIOTTI,1976-10-05,ITA,Banská Bystrica (SVK) (i),2011-02-09,high jump,34,M,1
2.28,Dmitriy KROYTER,1993-02-18,ISR,Tel Aviv (ISR),2011-02-12,high jump,17,M,0
2.28,Oleksandr NARTOV,1988-05-21,UKR,Sumy (UKR) (i),2011-02-16,high jump,22,M,1
2.28,Andrey SILNOV,1984-09-09,RUS,Arnstadt (GER) (i),2011-02-19,high jump,26,M,1
2.28,Sergey MUDROV,1990-09-08,RUS,Arnstadt (GER) (i),2011-02-19,high jump,20,M,1
2.28,Eduard MALCHENKO,1986-11-24,RUS,Tallinn (EST) (i),2011-02-19,high jump,24,M,1
2.28,Jesse WILLIAMS,1983-12-27,USA,"Albuquerque, NM (USA) (i)",2011-02-26,high jump,27,M,1
2.28,Guowei ZHANG,1991-06-04,CHN,Shanghai (CHN) (i),2011-02-27,high jump,19,M,1
2.28,Erik KYNARD,1991-02-03,USA,"San Diego, CA (USA)",2011-03-19,high jump,20,M,0
2.28,Erik KYNARD,1991-02-03,USA,"Austin, TX (USA)",2011-04-09,high jump,20,M,0
2.28,Dusty JONAS,1986-04-19,USA,"Walnut, CA (USA)",2011-04-16,high jump,24,M,0
2.28,Edgar RIVERA,1991-02-13,MEX,"Walnut, CA (USA)",2011-04-16,high jump,20,M,0
2.28,Jamie NIETO,1976-11-02,USA,"Des Moines, IA (USA)",2011-04-30,high jump,34,M,0
2.28,Ricky ROBERTSON,1990-09-19,USA,"Des Moines, IA (USA)",2011-04-30,high jump,20,M,0
2.28,Maalik REYNOLDS,1992-04-26,USA,"New Haven, CT (USA)",2011-05-08,high jump,19,M,0
2.28,Eike ONNEN,1982-08-03,GER,Bremen (GER),2011-05-21,high jump,28,M,0
2.28,Silvano CHESANI,1988-07-17,ITA,Orvieto (ITA),2011-05-22,high jump,22,M,0
2.28,Guowei ZHANG,1991-06-04,CHN,Kunshan (CHN),2011-05-26,high jump,19,M,0
2.28,Diego FERRÍN,1988-03-21,ECU,Quito (ECU),2011-05-29,high jump,23,M,0
2.28,Jaroslav BÁBA,1984-09-02,CZE,"Mestský Stadion, Ostrava (CZE)",2011-05-31,high jump,26,M,0
2.28,Darvin EDWARD,1986-09-11,LCA,Hendon (GBR),2011-06-04,high jump,24,M,0
2.28,Rožle PREZELJ,1979-09-26,SLO,Postojna (SLO),2011-06-05,high jump,31,M,0
2.28,Kyriakos IOANNOU,1984-07-26,CYP,"Bislett Stadion, Oslo (NOR)",2011-06-09,high jump,26,M,0
2.28,Andrey SILNOV,1984-09-09,RUS,"Bislett Stadion, Oslo (NOR)",2011-06-09,high jump,26,M,0
2.28,Raul SPANK,1988-07-13,GER,"Bislett Stadion, Oslo (NOR)",2011-06-09,high jump,22,M,0
2.28,Dimitrios CHONDROKOUKIS,1988-01-26,GRE,"Stadion Juliska, Praha (CZE)",2011-06-13,high jump,23,M,0
2.28,Konstantinos BANIOTIS,1986-11-06,GRE,"Stadion Juliska, Praha (CZE)",2011-06-13,high jump,24,M,0
2.28,Raivydas STANYS,1987-02-03,LTU,Besancon (FRA),2011-06-14,high jump,24,M,0
2.28,Viktor NINOV,1988-06-19,BUL,Novi Sad (SRB),2011-06-18,high jump,22,M,0
2.28,Jaroslav BÁBA,1984-09-02,CZE,"Olympiastadion, Stockholm (SWE)",2011-06-18,high jump,26,M,0
2.28,Raul SPANK,1988-07-13,GER,"Olympiastadion, Stockholm (SWE)",2011-06-18,high jump,22,M,0
2.28,Erik KYNARD,1991-02-03,USA,"Hayward Field, Eugene, OR (USA)",2011-06-26,high jump,20,M,0
2.28,Ricky ROBERTSON,1990-09-19,USA,"Hayward Field, Eugene, OR (USA)",2011-06-26,high jump,20,M,0
2.28,Tora HARRIS,1978-09-21,USA,"Hayward Field, Eugene, OR (USA)",2011-06-26,high jump,32,M,0
2.28,Jim DILLING,1985-04-23,USA,"Hayward Field, Eugene, OR (USA)",2011-06-26,high jump,26,M,0
2.28,Silvano CHESANI,1988-07-17,ITA,Torino (ITA),2011-06-26,high jump,22,M,0
2.28,Tom PARSONS,1984-05-05,GBR,Hendon (GBR),2011-07-02,high jump,27,M,0
2.28,Trevor BARRY,1983-06-14,BAH,Reims (FRA),2011-07-05,high jump,28,M,0
2.28,Donald THOMAS,1984-07-01,BAH,"Stade de France, Paris-St-Denis (FRA)",2011-07-08,high jump,27,M,0
2.28,Andrey SILNOV,1984-09-09,RUS,"Stade de France, Paris-St-Denis (FRA)",2011-07-08,high jump,26,M,0
2.28,Kyriakos IOANNOU,1984-07-26,CYP,"Stade de France, Paris-St-Denis (FRA)",2011-07-08,high jump,26,M,0
2.28,Majd Eddin GHAZAL,1987-04-21,SYR,Kobe (JPN),2011-07-09,high jump,24,M,0
2.28,Yu WANG,1991-08-18,CHN,Nanchang (CHN),2011-07-16,high jump,19,M,0
2.28,Trevor BARRY,1983-06-14,BAH,Mayagüez (PUR),2011-07-17,high jump,28,M,0
2.28,Matthias HAVERNEY,1985-07-21,GER,Kassel (GER),2011-07-24,high jump,26,M,0
2.28,Víctor MOYA,1982-10-24,CUB,Barquisimeto (VEN),2011-07-29,high jump,28,M,0
2.28,Tom PARSONS,1984-05-05,GBR,Birmingham (GBR),2011-07-31,high jump,27,M,0
2.28,Martyn BERNARD,1984-12-15,GBR,Birmingham (GBR),2011-07-31,high jump,26,M,0
2.28,Robbie GRABARZ,1987-10-03,GBR,Birmingham (GBR),2011-07-31,high jump,23,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,Donetsk (UKR),2011-08-04,high jump,21,M,0
2.28,Mutaz Essa BARSHIM,1991-06-24,QAT,"Crystal Palace, London (GBR)",2011-08-06,high jump,20,M,0
2.28,Tom PARSONS,1984-05-05,GBR,"Crystal Palace, London (GBR)",2011-08-06,high jump,27,M,0
2.28,Mihai DONISAN,1988-07-24,ROU,Bucureşti (ROU),2011-08-09,high jump,23,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,"National Stadium, Shenzhen (CHN)",2011-08-18,high jump,21,M,0
2.28,Aleksey DMITRIK,1984-04-12,RUS,"DS, Daegu (KOR)",2011-08-30,high jump,27,M,0
2.28,Erik KYNARD,1991-02-03,USA,"DS, Daegu (KOR)",2011-08-30,high jump,20,M,0
2.28,Eike ONNEN,1982-08-03,GER,"DS, Daegu (KOR)",2011-08-30,high jump,29,M,0
2.28,Konstantinos BANIOTIS,1986-11-06,GRE,"DS, Daegu (KOR)",2011-08-30,high jump,24,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,"DS, Daegu (KOR)",2011-08-30,high jump,22,M,0
2.28,Trevor BARRY,1983-06-14,BAH,"DS, Daegu (KOR)",2011-08-30,high jump,28,M,0
2.28,Raul SPANK,1988-07-13,GER,"DS, Daegu (KOR)",2011-08-30,high jump,23,M,0
2.28,Viktor NINOV,1988-06-19,BUL,"DS, Daegu (KOR)",2011-08-30,high jump,23,M,0
2.28,Ivan UKHOV,1986-03-29,RUS,"Letzigrund, Zürich (SUI)",2011-09-08,high jump,25,M,0
2.28,Jesse WILLIAMS,1983-12-27,USA,"Letzigrund, Zürich (SUI)",2011-09-08,high jump,27,M,0
2.28,Dmytro DEMYANYUK,1983-06-30,UKR,"Letzigrund, Zürich (SUI)",2011-09-08,high jump,28,M,0
2.28,Mutaz Essa BARSHIM,1991-06-24,QAT,"Letzigrund, Zürich (SUI)",2011-09-08,high jump,20,M,0
2.28,Guowei ZHANG,1991-06-04,CHN,Hefei (CHN),2011-09-09,high jump,20,M,0
2.28,Jaroslav BÁBA,1984-09-02,CZE,Olomouc (CZE),2011-09-13,high jump,27,M,0
2.28,Peter HORÁK,1983-12-07,SVK,Hustopeče (CZE) (i),2012-01-28,high jump,28,M,1
2.28,Jaroslav BÁBA,1984-09-02,CZE,Banská Bystrica (SVK) (i),2012-02-08,high jump,27,M,1
2.28,Trevor BARRY,1983-06-14,BAH,Banská Bystrica (SVK) (i),2012-02-08,high jump,28,M,1
2.28,Guowei ZHANG,1991-06-04,CHN,Hangzhou (CHN) (i),2012-02-19,high jump,20,M,1
2.28,Raul SPANK,1988-07-13,GER,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-11,high jump,23,M,1
2.28,Mutaz Essa BARSHIM,1991-06-24,QAT,"Ataköy Arena, Istanbul (TUR) (i)",2012-03-11,high jump,20,M,1
2.28,Michael MASON,1986-09-30,CAN,Vancouver (CAN),2012-04-07,high jump,25,M,0
2.28,Michael MASON,1986-09-30,CAN,"Walnut, CA (USA)",2012-04-21,high jump,25,M,0
2.28,Long BAI,1989-10-08,CHN,Tianjin (CHN),2012-05-12,high jump,22,M,0
2.28,Ryan INGRAHAM,1993-11-02,BAH,Nassau (BAH),2012-05-12,high jump,18,M,0
2.28,Martyn BERNARD,1984-12-15,GBR,Garbsen (GER),2012-05-20,high jump,27,M,0
2.28,Dragutin TOPIĆ,1971-03-12,SRB,Beograd (SRB),2012-05-20,high jump,41,M,0
2.28,Wanner MILLER,1987-07-22,COL,La Habana (CUB),2012-05-27,high jump,24,M,0
2.28,Samson ONI,1981-06-25,GBR,Rehlingen (GER),2012-05-28,high jump,30,M,0
2.28,Andrei CHURYLA,1993-05-19,BLR,Brest (BLR),2012-05-29,high jump,19,M,0
2.28,Dimitrios CHONDROKOUKIS,1988-01-26,CYP,"Stadio Olimpico, Roma (ITA)",2012-05-31,high jump,24,M,0
2.28,Guilherme Henrique COBBO,1987-10-01,BRA,São Paulo (BRA),2012-06-02,high jump,24,M,0
2.28,Fabrice SAINT JEAN,1980-11-21,FRA,Genève (SUI),2012-06-02,high jump,31,M,0
2.28,Dwight BARBIASZ,1990-07-16,USA,"Des Moines, IA (USA)",2012-06-07,high jump,21,M,0
2.28,Wanner MILLER,1987-07-22,COL,Barquisimeto (VEN),2012-06-08,high jump,24,M,0
2.28,Dimitrios CHONDROKOUKIS,1988-01-26,CYP,"Icahn Stadium, New York, NY (USA)",2012-06-09,high jump,24,M,0
2.28,Michael MASON,1986-09-30,CAN,Burnaby (CAN),2012-06-10,high jump,25,M,0
2.28,Jaroslav BÁBA,1984-09-02,CZE,"Stadion Juliska, Praha (CZE)",2012-06-11,high jump,27,M,0
2.28,Szymon KIECANA,1989-03-26,POL,Bielsko-Biala (POL),2012-06-17,high jump,23,M,0
2.28,Osku TORRO,1979-08-21,FIN,Jyväskylä (FIN),2012-06-20,high jump,32,M,0
2.28,Guowei ZHANG,1991-06-04,CHN,Fuzhou (CHN),2012-06-23,high jump,21,M,0
2.28,Robbie GRABARZ,1987-10-03,GBR,Birmingham (GBR),2012-06-24,high jump,24,M,0
2.28,Jamie NIETO,1976-11-02,USA,"Hayward Field, Eugene, OR (USA)",2012-06-25,high jump,35,M,0
2.28,Erik KYNARD,1991-02-03,USA,"Hayward Field, Eugene, OR (USA)",2012-06-25,high jump,21,M,0
2.28,Nick ROSS,1991-08-08,USA,"Hayward Field, Eugene, OR (USA)",2012-06-25,high jump,20,M,0
2.28,Jesse WILLIAMS,1983-12-27,USA,"Hayward Field, Eugene, OR (USA)",2012-06-25,high jump,28,M,0
2.28,Mickaël HANANY,1983-03-25,FRA,"Olympiastadion, Helsinki (FIN)",2012-06-29,high jump,29,M,0
2.28,Sergey MUDROV,1990-09-08,RUS,"Olympiastadion, Helsinki (FIN)",2012-06-29,high jump,21,M,0
2.28,Michael MASON,1986-09-30,CAN,Calgary (CAN),2012-06-30,high jump,25,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Yerino (RUS),2012-07-14,high jump,19,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Yerino (RUS),2012-07-22,high jump,19,M,0
2.28,Andrey SILNOV,1984-09-09,RUS,"Alexander Stadium, Birmingham (GBR)",2012-08-26,high jump,27,M,0
2.28,Robbie GRABARZ,1987-10-03,GBR,"Letzigrund, Zürich (SUI)",2012-08-30,high jump,24,M,0
2.28,Jaroslav BÁBA,1984-09-02,CZE,Bühl (GER),2012-09-02,high jump,28,M,0
2.28,Sergey MUDROV,1990-09-08,RUS,Bühl (GER),2012-09-02,high jump,21,M,0
2.28,Viktor SHAPOVAL,1979-10-17,UKR,Berdichev (UKR),2012-09-07,high jump,32,M,0
2.28,Aleksandr SHUSTOV,1984-06-29,RUS,Berdichev (UKR),2012-09-07,high jump,28,M,0
2.28,Yu WANG,1991-08-18,CHN,Kunshan (CHN),2012-09-23,high jump,21,M,0
2.28,Jaroslav BÁBA,1984-09-02,CZE,Třinec (CZE) (i),2013-01-29,high jump,28,M,1
2.28,Silvano CHESANI,1988-07-17,ITA,Banská Bystrica (SVK) (i),2013-02-06,high jump,24,M,1
2.28,Erik KYNARD,1991-02-03,USA,"Albuquerque, NM (USA) (i)",2013-02-08,high jump,22,M,1
2.28,Sergey MUDROV,1990-09-08,RUS,"Scandinavium, Göteborg (SWE) (i)",2013-03-01,high jump,22,M,1
2.28,Mickaël HANANY,1983-03-25,FRA,"Scandinavium, Göteborg (SWE) (i)",2013-03-01,high jump,29,M,1
2.28,Antonios MASTORAS,1991-01-06,GRE,"Scandinavium, Göteborg (SWE) (i)",2013-03-01,high jump,22,M,1
2.28,Jaroslav BÁBA,1984-09-02,CZE,"Scandinavium, Göteborg (SWE) (i)",2013-03-01,high jump,28,M,1
2.28,Aleksey DMITRIK,1984-04-12,RUS,"Scandinavium, Göteborg (SWE) (i)",2013-03-01,high jump,28,M,1
2.28,Brandon STARC,1993-11-24,AUS,Sydney (AUS),2013-04-13,high jump,19,M,0
2.28,Keith MOFFATT,1984-10-14,USA,Nassau (BAH),2013-04-13,high jump,28,M,0
2.28,Ryan INGRAHAM,1993-11-02,BAH,Nassau (BAH),2013-04-13,high jump,19,M,0
2.28,Jamal WILSON,1988-09-01,BAH,Nassau (BAH),2013-04-13,high jump,24,M,0
2.28,Dusty JONAS,1986-04-19,USA,"Walnut, CA (USA)",2013-04-20,high jump,27,M,0
2.28,Ryan INGRAHAM,1993-11-02,BAH,"Auburn, AL (USA)",2013-04-20,high jump,19,M,0
2.28,Edgar RIVERA,1991-02-13,MEX,"Tempe, AZ (USA)",2013-04-27,high jump,22,M,0
2.28,Tom PARSONS,1984-05-05,GBR,Loughborough (GBR),2013-05-19,high jump,29,M,0
2.28,Nick ROSS,1991-08-08,USA,"Los Angeles, CA (USA)",2013-06-01,high jump,21,M,0
2.28,Mihai DONISAN,1988-07-24,ROU,Bucureşti (ROU),2013-06-07,high jump,24,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,Rabat (MAR),2013-06-09,high jump,23,M,0
2.28,Silvano CHESANI,1988-07-17,ITA,Rabat (MAR),2013-06-09,high jump,24,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,"Luzhniki Stadion, Moskva (RUS)",2013-06-11,high jump,23,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,"Luzhniki Stadion, Moskva (RUS)",2013-06-11,high jump,20,M,0
2.28,Diego FERRÍN,1988-03-21,ECU,La Habana (CUB),2013-06-13,high jump,25,M,0
2.28,Yu WANG,1991-08-18,CHN,Shenyang (CHN),2013-06-15,high jump,21,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Yerino (RUS),2013-06-16,high jump,20,M,0
2.28,Kabelo KGOSIEMANG,1986-01-07,BOT,Bühl (GER),2013-06-21,high jump,27,M,0
2.28,Wojciech THEINER,1986-06-25,POL,Ilawa (POL),2013-06-21,high jump,26,M,0
2.28,Piotr ŚLEBODA,1987-01-22,POL,Ilawa (POL),2013-06-21,high jump,26,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,"International Stadium, Gateshead (GBR)",2013-06-22,high jump,23,M,0
2.28,Mickaël HANANY,1983-03-25,FRA,"International Stadium, Gateshead (GBR)",2013-06-22,high jump,30,M,0
2.28,Michael MASON,1986-09-30,CAN,Moncton (CAN),2013-06-22,high jump,26,M,0
2.28,Ryan INGRAHAM,1993-11-02,BAH,Nassau (BAH),2013-06-22,high jump,19,M,0
2.28,Donald THOMAS,1984-07-01,BAH,Nassau (BAH),2013-06-22,high jump,28,M,0
2.28,Erik KYNARD,1991-02-03,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-23,high jump,22,M,0
2.28,Dusty JONAS,1986-04-19,USA,"Drake Stadium, Des Moines, IA (USA)",2013-06-23,high jump,27,M,0
2.28,Bohdan BONDARENKO,1989-08-30,UKR,"Mestský Stadion, Ostrava (CZE)",2013-06-27,high jump,23,M,0
2.28,Silvano CHESANI,1988-07-17,ITA,Mersin (TUR),2013-06-27,high jump,24,M,0
2.28,Yu WANG,1991-08-18,CHN,"Central Stadium, Kazan (RUS)",2013-07-09,high jump,21,M,0
2.28,Nik BOJIC,1992-01-18,AUS,"Central Stadium, Kazan (RUS)",2013-07-09,high jump,21,M,0
2.28,Dusty JONAS,1986-04-19,USA,"Puskás Ferenc Stadion, Budapest (HUN)",2013-07-10,high jump,27,M,0
2.28,Douwe AMELS,1991-09-16,NED,"Ratinan Stadion, Tampere (FIN)",2013-07-14,high jump,21,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,"Ratinan Stadion, Tampere (FIN)",2013-07-14,high jump,20,M,0
2.28,Robbie GRABARZ,1987-10-03,GBR,Birmingham (GBR),2013-07-14,high jump,25,M,0
2.28,Yuriy KRYMARENKO,1983-08-11,UKR,Donetsk (UKR),2013-07-25,high jump,29,M,0
2.28,Rožle PREZELJ,1979-09-26,SLO,Celje (SLO),2013-07-28,high jump,33,M,0
2.28,Derek DROUIN,1990-03-06,CAN,"Letzigrund, Zürich (SUI)",2013-08-29,high jump,23,M,0
2.28,Donald THOMAS,1984-07-01,BAH,"Letzigrund, Zürich (SUI)",2013-08-29,high jump,29,M,0
2.28,Mihai DONISAN,1988-07-24,ROU,Viersen (GER),2013-09-01,high jump,25,M,0
2.28,Raivydas STANYS,1987-02-03,LTU,Rovereto (ITA),2013-09-03,high jump,26,M,0
2.28,Silvano CHESANI,1988-07-17,ITA,Rovereto (ITA),2013-09-03,high jump,25,M,0
2.28,Naoto TOBE,1992-03-31,JPN,Tokyo (JPN),2013-09-08,high jump,21,M,0
2.28,Marco FASSINOTTI,1989-04-29,ITA,Birmingham (GBR) (i),2014-01-12,high jump,24,M,1
2.28,Guowei ZHANG,1991-06-04,CHN,"Manhattan, KS (USA) (i)",2014-01-18,high jump,22,M,1
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Volgograd (RUS) (i),2014-01-25,high jump,21,M,1
2.28,Marco FASSINOTTI,1989-04-29,ITA,Köln (GER) (i),2014-01-29,high jump,24,M,1
2.28,Donald THOMAS,1984-07-01,BAH,Hustopeče (CZE) (i),2014-02-01,high jump,29,M,1
2.28,Mihai DONISAN,1988-07-24,ROU,Hustopeče (CZE) (i),2014-02-01,high jump,25,M,1
2.28,Andrii PROTSENKO,1988-05-20,UKR,"CSKA, Moskva (RUS) (i)",2014-02-02,high jump,25,M,1
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,"CSKA, Moskva (RUS) (i)",2014-02-02,high jump,21,M,1
2.28,Ivan ILYICHEV,1986-10-14,RUS,St. Petersburg (RUS) (i),2014-02-08,high jump,27,M,1
2.28,Martin GÜNTHER,1986-10-08,GER,Leipzig (GER) (i),2014-02-23,high jump,27,M,1
2.28,Mohamed YOUNES IDRIS,1989-09-15,SUD,Bordeaux (FRA) (i),2014-02-23,high jump,24,M,1
2.28,Andrii PROTSENKO,1988-05-20,UKR,"Ergo Arena, Sopot (POL) (i)",2014-03-08,high jump,25,M,1
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,"Ergo Arena, Sopot (POL) (i)",2014-03-08,high jump,21,M,1
2.28,Michael MASON,1986-09-30,CAN,"Ergo Arena, Sopot (POL) (i)",2014-03-08,high jump,27,M,1
2.28,Mutaz Essa BARSHIM,1991-06-24,QAT,"Ergo Arena, Sopot (POL) (i)",2014-03-08,high jump,22,M,1
2.28,Guowei ZHANG,1991-06-04,CHN,"Ergo Arena, Sopot (POL) (i)",2014-03-08,high jump,22,M,1
2.28,Erik KYNARD,1991-02-03,USA,"Ergo Arena, Sopot (POL) (i)",2014-03-08,high jump,23,M,1
2.28,Kabelo KGOSIEMANG,1986-01-07,BOT,Germiston (RSA),2014-03-15,high jump,28,M,0
2.28,Michael MASON,1986-09-30,CAN,"Walnut, CA (USA)",2014-04-19,high jump,27,M,0
2.28,Yu WANG,1991-08-18,CHN,Beijing (CHN),2014-04-24,high jump,22,M,0
2.28,Takashi ETO,1991-02-05,JPN,Tokyo (JPN),2014-05-11,high jump,23,M,0
2.28,Nick ROSS,1991-08-08,USA,"Pullman, WA (USA)",2014-05-18,high jump,22,M,0
2.28,Wojciech THEINER,1986-06-25,POL,Łódź (POL),2014-05-18,high jump,27,M,0
2.28,Guowei ZHANG,1991-06-04,CHN,Kunshan (CHN),2014-05-31,high jump,22,M,0
2.28,Marco FASSINOTTI,1989-04-29,ITA,Bedford (GBR),2014-06-01,high jump,25,M,0
2.28,Derek DROUIN,1990-03-06,CAN,"Stadio Olimpico, Roma (ITA)",2014-06-05,high jump,24,M,0
2.28,Andrii PROTSENKO,1988-05-20,UKR,"Stadio Olimpico, Roma (ITA)",2014-06-05,high jump,26,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,"Stadio Olimpico, Roma (ITA)",2014-06-05,high jump,21,M,0
2.28,Mihai DONISAN,1988-07-24,ROU,Cluj-Napoca (ROU),2014-06-06,high jump,25,M,0
2.28,Dmitriy SEMYONOV,1992-08-02,RUS,Cluj-Napoca (ROU),2014-06-06,high jump,21,M,0
2.28,Chris BAKER,1991-02-02,GBR,Birmingham (GBR) (i),2014-06-07,high jump,23,M,1
2.28,Wojciech THEINER,1986-06-25,POL,Rehlingen (GER),2014-06-09,high jump,27,M,0
2.28,Bryan MCBRIDE,1991-12-10,USA,"Eugene, OR (USA)",2014-06-13,high jump,22,M,0
2.28,Fernand DJOUMESSI TEMFACK,1989-09-05,CMR,Bühl (GER),2014-06-19,high jump,24,M,0
2.28,Dusty JONAS,1986-04-19,USA,"Sacramento, CA (USA)",2014-06-28,high jump,28,M,0
2.28,Nick ROSS,1991-08-08,USA,"Sacramento, CA (USA)",2014-06-28,high jump,22,M,0
2.28,Bryan MCBRIDE,1991-12-10,USA,"Sacramento, CA (USA)",2014-06-28,high jump,22,M,0
2.28,Derek DROUIN,1990-03-06,CAN,Moncton (CAN),2014-06-28,high jump,24,M,0
2.28,Yuriy KRYMARENKO,1983-08-11,UKR,Berdichev (UKR),2014-06-28,high jump,30,M,0
2.28,Yuriy DERGACHEV,1994-11-08,KAZ,Almaty (KAZ),2014-06-28,high jump,19,M,0
2.28,Wojciech THEINER,1986-06-25,POL,Kutno (POL),2014-07-05,high jump,28,M,0
2.28,Konstantinos BANIOTIS,1986-11-06,GRE,Argos Orestiko (GRE),2014-07-09,high jump,27,M,0
2.28,Wojciech THEINER,1986-06-25,POL,"Hampden Park, Glasgow (GBR)",2014-07-11,high jump,28,M,0
2.28,Yu WANG,1991-08-18,CHN,Jinan (CHN),2014-07-11,high jump,22,M,0
2.28,Ray BOBROWNICKI,1984-03-03,GBR,Grangemouth (GBR),2014-07-13,high jump,30,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Saransk (RUS),2014-07-16,high jump,21,M,0
2.28,Arseniy RASOV,1992-06-23,RUS,Saransk (RUS),2014-07-16,high jump,22,M,0
2.28,Muamer Aissa BARSHAM,1994-01-03,QAT,Sopot (POL),2014-07-20,high jump,20,M,0
2.28,Aleksey DMITRIK,1984-04-12,RUS,Kazan (RUS),2014-07-26,high jump,30,M,0
2.28,Kyriakos IOANNOU,1984-07-26,CYP,"Hampden Park, Glasgow (GBR)",2014-07-30,high jump,30,M,0
2.28,Edgar RIVERA,1991-02-13,MEX,São Paulo (BRA),2014-08-03,high jump,23,M,0
2.28,Tihomir IVANOV,1994-07-11,BUL,Kragujevac (SRB),2014-08-03,high jump,20,M,0
2.28,Ryan INGRAHAM,1993-11-02,BAH,Kamloops (CAN),2014-08-10,high jump,20,M,0
2.28,Kabelo KGOSIEMANG,1986-01-07,BOT,"Le Grand Stade, Marrakech (MAR)",2014-08-14,high jump,28,M,0
2.28,Gianmarco TAMBERI,1992-06-01,ITA,Zoetermeer (NED),2014-08-30,high jump,22,M,0
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Yekaterinburg (RUS) (i),2015-01-07,high jump,22,M,1
2.28,Silvano CHESANI,1988-07-17,ITA,Padova (ITA) (i),2015-01-14,high jump,26,M,1
2.28,Wally ELLENSON,1994-05-04,USA,"Madison, WI (USA) (i)",2015-01-17,high jump,20,M,1
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Volgograd (RUS) (i),2015-01-24,high jump,22,M,1
2.28,Jaroslav BÁBA,1984-09-02,CZE,Hustopeče (CZE) (i),2015-01-24,high jump,30,M,1
2.28,JaCorian DUFFIELD,1992-09-02,USA,"College Station, TX (USA) (i)",2015-01-24,high jump,22,M,1
2.28,Aleksey DMITRIK,1984-04-12,RUS,Moskva (RUS) (i),2015-01-29,high jump,30,M,1
2.28,Raivydas STANYS,1987-02-03,LTU,Vilnius (LTU) (i),2015-01-31,high jump,27,M,1
2.28,Konstantinos BANIOTIS,1986-11-06,GRE,"CSKA, Moskva (RUS) (i)",2015-02-01,high jump,28,M,1
2.28,Aleksey DMITRIK,1984-04-12,RUS,"CSKA, Moskva (RUS) (i)",2015-02-01,high jump,30,M,1
2.28,Mihai DONISAN,1988-07-24,ROU,Banská Bystrica (SVK) (i),2015-02-04,high jump,26,M,1
2.28,Jaroslav BÁBA,1984-09-02,CZE,Banská Bystrica (SVK) (i),2015-02-04,high jump,30,M,1
2.28,Antonios MASTORAS,1991-01-06,GRE,Banská Bystrica (SVK) (i),2015-02-04,high jump,24,M,1
2.28,Guowei ZHANG,1991-06-04,CHN,"Berkeley, CA (USA)",2015-02-07,high jump,23,M,0
2.28,Andriy KOVALYOV,1992-06-11,UKR,Sumy (UKR) (i),2015-02-14,high jump,22,M,1
2.28,Christoff BRYAN,1996-04-26,JAM,"Fayetteville, AR (USA) (i)",2015-02-14,high jump,18,M,1
2.28,Nick ROSS,1991-08-08,USA,"New York, NY (USA) (i)",2015-02-14,high jump,23,M,1
2.28,Aleksey DMITRIK,1984-04-12,RUS,Moskva (RUS) (i),2015-02-18,high jump,30,M,1
2.28,Daniil TSYPLAKOV,1992-07-29,RUS,Moskva (RUS) (i),2015-02-18,high jump,22,M,1
