Rank,Mark,WIND,Competitor,DOB,,Pos,,Venue,Date,Results Score
2841,8.19,-0.3,Simon EHAMMER,07 FEB 2000,SUI,1ce,,"Stadion Schützenmatte, Basel (SUI)",17 JUN 2023,1180
2841,8.19,+0.5,Carey MCLEOD,14 APR 1998,JAM,1q2,,"Nemzeti Atlétikai Központ, Budapest (HUN)",23 AUG 2023,1179
2841,8.19,-0.5,SREESHANKAR,27 MAR 1999,IND,2,,"HOC Stadium, Hangzhou (CHN)",01 OCT 2023,1182
2841,8.19,+2.6,Charles Edward GODFRED,17 APR 2004,NGR,2,,"Cushing Stadium, College Station, TX (USA)",05 APR 2024,1164
2841,8.19,,Bozhidar SARÂBOYUKOV,06 AUG 2004,BUL,1,,"Stadium Miramas Métropole, Miramas (FRA) (i)",31 JAN 2025,1179
2841,8.19,,Sander SKOTHEIM,31 MAY 2002,NOR,1ce,,"Tallinna Kergejõustikuhall, Tallinn (EST) (i)",01 FEB 2025,1179
2841,8.19,+2.2,Yuki HASHIOKA,23 JAN 1999,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",11 MAY 2025,1166
2841,8.19,+0.8,Simon EHAMMER,07 FEB 2000,SUI,1,,"Sportanlage Seefeld, Horw (SUI)",24 MAY 2025,1179
2841,8.19,+1.2,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,,"Konstantinos Baglatzis Municipal Stadium, Vari (GRE)",05 JUL 2025,1179
2841,8.19,+0.9,Miltiadis TENTOGLOU,18 MAR 1998,GRE,2,,"Olympic Stadium, London (GBR)",19 JUL 2025,1179
2841,8.19,-0.2,Bozhidar SARÂBOYUKOV,06 AUG 2004,BUL,5,,"National Stadium, Tokyo (JPN)",17 SEP 2025,1180
3072,8.18,+0.5,Hans BAUMGARTNER,20 MAY 1949,FRG,2,,"Olympiastadion, München (GER)",09 SEP 1972,1177
3072,8.18,+1.9,Max KLAUSS,27 JUL 1947,GDR,1,,Berlin (GER),12 JUN 1974,1177
3072,8.18,w,Theo HAMILTON,23 JAN 1952,USA,2,,"Lawrence, KS (USA)",19 APR 1975,1147
3072,8.18,,Grzegorz CYBULSKI,23 NOV 1951,POL,1,,Warszawa (POL),29 MAY 1975,1177
3072,8.18,+2.2,Philippe DEROCHE,11 SEP 1954,FRA,2,,Lille (FRA),26 JUN 1976,1164
3072,8.18,+2.0,Frank WARTENBERG,29 MAY 1955,GDR,1,,Berlin (GER),10 JUL 1976,1177
3072,8.18,,Charlton EHIZUELEN,30 NOV 1953,NGR,2,,"Champaign, IL (USA)",03 JUN 1977,1177
3072,8.18,+2.1,Nenad STEKIĆ,07 MAR 1951,YUG,1,,London (GBR),16 JUL 1977,1165
3072,8.18,+2.1,Rolf BERNHARD,13 DEC 1949,SUI,1,,Göteborg (SWE),06 AUG 1977,1165
3072,8.18,,LaMonte KING,18 DEC 1959,USA,2,,"Modesto, CA (USA)",20 MAY 1978,1177
3072,8.18,,Nenad STEKIĆ,07 MAR 1951,YUG,1,,Praha (TCH),25 AUG 1978,1177
3072,8.18,+0.4,Jacques ROUSSEAU,10 MAR 1951,FRA,1,,"Stadion Evžena Rošického, Praha (TCH)",02 SEP 1978,1177
3072,8.18,,Jacques ROUSSEAU,10 MAR 1951,FRA,2,,Rovereto (ITA),16 SEP 1978,1177
3072,8.18,,João Carlos DE OLIVEIRA,28 MAY 1954,BRA,1,,San Juan (PUR),07 JUL 1979,1177
3072,8.18,,Larry MYRICKS,10 MAR 1956,USA,1,,"Walnut, CA (USA)",19 APR 1980,1177
3072,8.18,+1.2,Valeriy PODLUZHNIY,22 AUG 1952,URS,3,,"Lenin Stadium, Moskva (URS)",28 JUL 1980,1177
3072,8.18,-1.3,Lutz DOMBROWSKI,25 JUN 1959,GDR,1,,Jena (GDR),09 AUG 1980,1184
3072,8.18,+1.7,Jason GRIMES,10 SEP 1959,USA,2,,"Westwood, CA (USA)",07 AUG 1982,1177
3072,8.18,,George GAFFNEY,25 JUL 1960,USA,1,,"Flagstaff, AZ (USA) (i)",05 FEB 1983,1177
3072,8.18,,Ralph SPRY,16 JUN 1960,USA,,,"Jonesboro, AR (USA)",24 APR 1983,1177
3072,8.18,,Jason GRIMES,10 SEP 1959,USA,1,,"Knoxville, TN (USA)",21 MAY 1983,1177
3072,8.18,+1.5,Yussuf ALLI,28 JUL 1960,NGR,,,"Houston, TX (USA)",03 JUN 1983,1177
3072,8.18,,Yuriy SAMARIN,27 DEC 1960,URS,1,,Leningrad (URS),19 JUL 1983,1177
3072,8.18,+3.7,Włodzimierz WŁODARCZYK,23 AUG 1957,POL,1,,Birmingham (GBR),15 JUL 1984,1155
3072,8.18,,László SZALMA,21 OCT 1957,HUN,1,,Debrecen (HUN),04 AUG 1984,1177
3072,8.18,,Larry MYRICKS,10 MAR 1956,USA,1,,"Tallahassee, FL (USA)",18 MAY 1985,1177
3072,8.18,,Larry MYRICKS,10 MAR 1956,USA,1,,Köln (GER),25 AUG 1985,1177
3072,8.18,NWI,Jaime JEFFERSON,17 JAN 1962,CUB,1,,La Habana (CUB),14 JUN 1986,1147
3072,8.18,NWI,Mike POWELL,10 NOV 1963,USA,1,,"Modesto, CA (USA)",09 MAY 1987,1147
3072,8.18,+2.3,Oleg PROTSENKO,11 AUG 1963,URS,1,,Riga (LAT),31 MAY 1987,1164
3072,8.18,+0.9,Jens-Uwe HIRSCHBERG,06 MAY 1964,GDR,1,,Neubrandenburg (GDR),11 JUN 1987,1177
3072,8.18,+1.7,Mike MCRAE,09 JUL 1955,USA,5,,San José (USA),26 JUN 1987,1177
3072,8.18,NWI,Robert EMMIYAN,16 FEB 1965,URS,1,,Oslo (NOR),04 JUL 1987,1147
3072,8.18,+2.4,Yussuf ALLI,28 JUL 1960,NGR,2,,Nairobi (KEN),12 AUG 1987,1163
3072,8.18,NWI,Marco DELONGE,16 JUN 1966,GDR,1,,Potsdam (GDR),20 AUG 1987,1147
3072,8.18,+2.0,Andreas STEINER,21 FEB 1964,AUT,1,,Ebensee (AUT),23 AUG 1987,1177
3072,8.18,+1.3,Ron BEER,29 AUG 1965,GDR,,,Berlin (GER),25 AUG 1987,1177
3072,8.18,+1.3,Vasiliy SOKOV,07 APR 1968,URS,2,,Tallinn (EST),05 JUL 1988,1177
3072,8.18,,Llewellyn STARKS,10 FEB 1967,USA,3,,"Provo, UT (USA)",02 JUN 1989,1177
3072,8.18,+1.0,Marco DELONGE,16 JUN 1966,GDR,1,,Berlin (GER),13 AUG 1989,1177
3072,8.18,,Jaime JEFFERSON,17 JAN 1962,CUB,1,,Oviedo (ESP) (i),03 FEB 1990,1177
3072,8.18,,Ron CHAMBERS,05 OCT 1958,JAM,1,,"Miami, FL (USA)",07 APR 1990,1177
3072,8.18,w,André ESTER,27 APR 1965,USA,q,,"Norwalk, CA (USA)",15 JUN 1990,1147
3072,8.18,+1.9,Huang GENG,10 JUL 1970,CHN,1,,Beijing (CHN),25 JUN 1990,1177
3072,8.18,,Jaime JEFFERSON,17 JAN 1962,CUB,1,,Rieti (ITA),09 SEP 1990,1177
3072,8.18,,Milan GOMBALA,29 JAN 1968,TCH,1,,Praha (TCH) (i),16 FEB 1992,1177
3072,8.18,NWI,Jaime JEFFERSON,17 JAN 1962,CUB,2,,La Habana (CUB),21 MAY 1992,1147
3072,8.18,+0.1,Vernon GEORGE,06 OCT 1964,USA,3,,"New York, NY (USA)",24 MAY 1992,1177
3072,8.18,NWI,Mike CONLEY,05 OCT 1962,USA,1,,"Austin, TX (USA)",12 JUN 1992,1147
3072,8.18,+1.5,Ángel HERNÁNDEZ,15 APR 1966,ESP,1,,Bruxelles (BEL),13 JUN 1992,1177
3072,8.18,NWI,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,1,,Sofia (BUL),04 JUL 1992,1147
3072,8.18,+2.0,Ángel HERNÁNDEZ,15 APR 1966,ESP,1,,Budapest (HUN),29 MAY 1993,1177
3072,8.18,,Kareem STREETE-THOMPSON,30 MAR 1973,USA,2,,Stockholm (SWE),05 JUL 1993,1177
3072,8.18,0.0,Erick WALDER,05 NOV 1971,USA,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1177
3072,8.18,+0.3,Obinna EREGBU,09 NOV 1969,NGR,2,,"Buffalo, NY (USA)",18 JUL 1993,1177
3072,8.18,,Mike FRANCIS,23 OCT 1970,PUR,1,,"Raleigh, NC (USA)",17 MAY 1995,1177
3072,8.18,0.0,Erick WALDER,05 NOV 1971,USA,1,,San José (USA),27 MAY 1995,1177
3072,8.18,+2.2,Dmitriy BAGRYANOV,18 DEC 1967,RUS,3,,Moskva (RUS),16 JUN 1995,1164
3072,8.18,0.0,James BECKFORD,09 JAN 1975,JAM,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,1177
3072,8.18,+2.1,Gregor CANKAR,25 JAN 1975,SLO,3,,Fukuoka (JPN),03 SEP 1995,1165
3072,8.18,0.0,Joe GREENE,17 FEB 1967,USA,4,,"Stade Louis II, Monaco (MON)",09 SEP 1995,1177
3072,8.18,+0.4,Aleksey PETRUKHNOV,1972,RUS,2,,St. Petersburg (RUS),02 JUL 1996,1177
3072,8.18,,Erick WALDER,05 NOV 1971,USA,3,,Liévin (FRA) (i),16 FEB 1997,1177
3072,8.18,+3.0,Nobuharu ASAHARA,21 JUN 1972,JPN,2,,Hiroshima (JPN),29 APR 1997,1159
3072,8.18,+1.0,Konstantinos KOUKODIMOS,14 SEP 1969,GRE,2,,Rethymno (GRE),17 MAY 1997,1177
3072,8.18,+8.6,Raúl FERNÁNDEZ,08 MAR 1978,ESP,1,,Sevilla (ESP),27 JUN 1997,1126
3072,8.18,+3.4,Mattias SUNNEBORN,27 SEP 1970,SWE,1,,Sundsvall (SWE),19 JUL 1997,1157
3072,8.18,+0.9,Kirill SOSUNOV,01 NOV 1975,RUS,3,,"Olympic Stadium, Athina (GRE)",05 AUG 1997,1177
3072,8.18,-0.6,Roland MCGHEE,15 OCT 1971,USA,4,,"Stade Louis II, Monaco (MON)",16 AUG 1997,1180
3072,8.18,+2.7,Yago LAMELA,24 JUL 1977,ESP,2,,Sevilla (ESP),30 MAY 1998,1161
3072,8.18,0.0,Cheikh Tidiane TOURE,25 JAN 1970,SEN,1,,Kassel (GER),03 JUN 1998,1177
3072,8.18,+0.3,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,1,,Bucureşti (ROU),21 JUN 1998,1177
3072,8.18,+0.8,Joan Lino MARTÍNEZ,17 JAN 1978,CUB,1,,La Habana (CUB),18 MAY 1999,1177
3072,8.18,+1.5,Dwight PHILLIPS,01 OCT 1977,USA,1,,"Tempe, AZ (USA)",21 MAY 1999,1177
3072,8.18,+1.9,Daniel JAHIĆ,01 JUL 1979,YUG,,,Rethymno (GRE),28 MAY 1999,1177
3072,8.18,+1.3,Melvin LISTER,29 AUG 1977,USA,1,,"Boise, ID (USA)",03 JUN 1999,1177
3072,8.18,+4.6,Frankie YOUNG,26 OCT 1975,USA,2,,"Boise, ID (USA)",03 JUN 1999,1150
3072,8.18,0.0,Cheikh Tidiane TOURE,25 JAN 1970,FRA,2,,Bad Langensalza (GER),12 JUN 1999,1177
3072,8.18,+0.8,Bogdan ŢĂRUŞ,01 AUG 1975,ROU,1,,Bucureşti (ROU),05 JUL 1999,1177
3072,8.18,-0.9,Erick WALDER,05 NOV 1971,USA,1,,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,1182
3072,8.18,+0.8,Jai TAURIMA,26 JUN 1972,AUS,1,,Linz (AUT),26 JUL 1999,1177
3072,8.18,0.0,Gregor CANKAR,25 JAN 1975,SLO,1,,Celje (SLO),08 AUG 1999,1177
3072,8.18,-0.2,Yago LAMELA,24 JUL 1977,ESP,4,,Zürich (SUI),11 AUG 1999,1178
3072,8.18,+0.2,Erick WALDER,05 NOV 1971,USA,5,,Zürich (SUI),11 AUG 1999,1177
3072,8.18,,Vitaliy SHKURLATOV,25 MAY 1979,RUS,1,,Moskva (RUS) (i),21 JAN 2000,1177
3072,8.18,,Petar DACHEV,15 JUN 1979,BUL,1,,Sofia (BUL) (i),22 JAN 2000,1177
3072,8.18,,Melvin LISTER,29 AUG 1977,USA,1,,"Joplin, MO (USA) (i)",05 FEB 2000,1177
3072,8.18,,Vitaliy SHKURLATOV,25 MAY 1979,RUS,2,,Pireaus (GRE) (i),09 FEB 2000,1177
3072,8.18,+2.5,Joan Lino MARTÍNEZ,17 JAN 1978,CUB,1,,La Habana (CUB),18 FEB 2000,1162
3072,8.18,+0.3,Peter BURGE,03 JUL 1974,AUS,1,,Roodeport (RSA),13 MAR 2000,1177
3072,8.18,+2.9,Daisuke WATANABE,29 MAY 1975,JPN,2,,Shizuoka (JPN),03 MAY 2000,1160
3072,8.18,+6.0,Sean ROBBINS,09 OCT 1972,USA,1,,"Columbus, OH (USA)",07 MAY 2000,1141
3072,8.18,-0.2,Vitaliy SHKURLATOV,25 MAY 1979,RUS,3,,Chania (GRE),14 JUN 2000,1178
3072,8.18,+1.0,Petar DACHEV,15 JUN 1979,BUL,1,,Sofia (BUL),18 JUN 2000,1177
3072,8.18,+1.5,Savanté STRINGFELLOW,06 NOV 1978,USA,1,,"Palo Alto, CA (USA)",01 JUL 2000,1177
3072,8.18,+0.9,James BECKFORD,09 JAN 1975,JAM,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2000,1177
3072,8.18,+1.7,Vladimir MALYAVIN,04 MAR 1973,RUS,1,,Funchal (POR),29 JUL 2000,1177
3072,8.18,+1.1,Nélson FERREIRA,1973,BRA,1,,Rio de Janeiro (BRA),03 AUG 2000,1177
3072,8.18,+0.2,James BECKFORD,09 JAN 1975,JAM,2,,Yokohama (JPN),09 SEP 2000,1177
3072,8.18,+6.3,Kevin DILWORTH,14 FEB 1974,USA,1,,"El Paso, TX (USA)",14 APR 2001,1140
3072,8.18,-0.2,Dalong LI,21 OCT 1980,CHN,1,,Zhongshan (CHN),21 APR 2001,1178
3072,8.18,+2.3,Masaki MORINAGA,27 MAR 1972,JPN,1,,Shizuoka (JPN),03 MAY 2001,1164
3072,8.18,+1.0,Vitaliy SHKURLATOV,25 MAY 1979,RUS,3,,Doha (QAT),18 MAY 2001,1177
3072,8.18,+4.1,Nicola TRENTIN,20 JUN 1974,ITA,1,,Rieti (ITA),19 MAY 2001,1153
3072,8.18,+0.5,James BECKFORD,09 JAN 1975,JAM,1,,Athina (GRE),11 JUN 2001,1177
3072,8.18,+1.6,Carlos CALADO,05 OCT 1975,POR,1,,Lisboa (POR),16 JUN 2001,1177
3072,8.18,+0.3,Iván PEDROSO,17 DEC 1972,CUB,1,,Rethymno (GRE),01 JUL 2001,1177
3072,8.18,+0.6,James BECKFORD,09 JAN 1975,JAM,1,,Patra (GRE),22 JUL 2001,1177
3072,8.18,-1.8,Roland MCGHEE,15 OCT 1971,USA,2,,"Orlando, FL (USA)",22 JUL 2001,1187
3072,8.18,+3.1,Esteban José COPLAND,12 OCT 1979,VEN,1,,Ambato (ECU),12 SEP 2001,1159
3072,8.18,,Kevin DILWORTH,14 FEB 1974,USA,1,,Birmingham (GBR) (i),17 FEB 2002,1177
3072,8.18,+1.2,Yoelmis PACHECO,09 JUN 1982,CUB,2,,La Habana (CUB),23 FEB 2002,1177
3072,8.18,+3.8,Mohamed Salman AL KHUWALIDI,19 JUN 1981,KSA,1,,Qatif (KSA),27 MAR 2002,1155
3072,8.18,+2.0,Dalong LI,21 OCT 1980,CHN,2,,Shizuoka (JPN),03 MAY 2002,1177
3072,8.18,,Petr LAMPART,31 MAR 1983,CZE,1,,Brno (CZE),15 SEP 2002,1177
3072,8.18,+1.4,Dwight PHILLIPS,01 OCT 1977,USA,1,,Glasgow (GBR),29 JUN 2003,1177
3072,8.18,+1.0,Volodymyr ZYUSKOV,29 AUG 1981,UKR,1,,Rethymno (GRE),06 JUL 2003,1177
3072,8.18,+1.2,Salim SDIRI,26 OCT 1978,FRA,1,,Pierre-Bénite (FRA),11 JUN 2004,1177
3072,8.18,+1.7,Tim PARRAVICINI,25 APR 1981,AUS,1,,Canberra (AUS),05 FEB 2005,1177
3072,8.18,,Brian JOHNSON,05 MAR 1980,USA,1,,"Flagstaff, AZ (USA) (i)",05 FEB 2005,1177
3072,8.18,+1.0,Dwight PHILLIPS,01 OCT 1977,USA,1,,Baie Mahault (FRA),01 MAY 2005,1177
3072,8.18,+1.8,Yahya BERRABAH,13 OCT 1981,MAR,1,,Algiers (ALG),23 JUN 2005,1177
3072,8.18,+3.9,Salim SDIRI,26 OCT 1978,FRA,2q1,,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1154
3072,8.18,+0.9,Tommi EVILÄ,06 APR 1980,FIN,2q2,,"Olympiastadion, Helsinki (FIN)",12 AUG 2005,1177
3072,8.18,+3.6,James BECKFORD,09 JAN 1975,JAM,1,,Hilversum (NED),04 SEP 2005,1156
3072,8.18,,Morten JENSEN,02 DEC 1982,DEN,1,,Göteborg (SWE) (i),08 FEB 2006,1177
3072,8.18,+1.4,Erivaldo DA CRUZ VIEIRA,18 NOV 1980,BRA,1,,Cochabamba (BOL),04 JUN 2006,1177
3072,8.18,-0.5,Ignisious GAISAH,20 JUL 1983,GHA,5,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1180
3072,8.18,+0.8,Gable GARENAMOTSE,28 FEB 1977,BOT,2,,Linz (AUT),22 AUG 2006,1177
3072,8.18,,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,,Paris (FRA) (i),23 FEB 2007,1177
3072,8.18,+2.1,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,1,,Osaka (JPN),05 MAY 2007,1165
3072,8.18,+0.5,Brian JOHNSON,05 MAR 1980,USA,1,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1177
3072,8.18,,Chris TOMLINSON,15 SEP 1981,GBR,1,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2008,1177
3072,8.18,+0.2,Miguel PATE,13 JUN 1979,USA,1,,"Baton Rouge, LA (USA)",19 APR 2008,1177
3072,8.18,+1.3,Godfrey Khotso MOKOENA,06 MAR 1985,RSA,2,,"Olympiastadion, Berlin (GER)",01 JUN 2008,1177
3072,8.18,+2.0,Fabrice LAPIERRE,17 OCT 1983,AUS,1,,Melbourne (AUS),05 MAR 2009,1177
3072,8.18,,Marcin STARZAK,20 OCT 1985,POL,3,,"Oval Lingotto, Torino (ITA) (i)",08 MAR 2009,1177
3072,8.18,+2.2,Bashir RAMZY,04 MAY 1979,USA,1,,"Chula Vista, CA (USA)",13 JUN 2009,1164
3072,8.18,+1.3,Marquise GOODWIN,19 NOV 1990,USA,4f2,,"Eugene, OR (USA)",27 JUN 2009,1177
3072,8.18,+2.4,Julian REID,23 SEP 1988,JAM,2,,Kingston (JAM),28 JUN 2009,1163
3072,8.18,+3.1,Štěpán WAGNER,05 OCT 1981,CZE,1,,Brno (CZE),21 JUL 2009,1159
3072,8.18,+0.9,Oleksiy LUKASHEVYCH,11 JAN 1977,UKR,1,,Kyiv (UKR),03 AUG 2009,1177
3072,8.18,+1.4,Christian REIF,24 OCT 1984,GER,1,,Paris (FRA),09 SEP 2009,1177
3072,8.18,+0.1,Jinzhe LI,01 SEP 1989,CHN,2,,Jinan (CHN),22 OCT 2009,1177
3072,8.18,,Wilfredo MARTÍNEZ,09 JAN 1985,CUB,1,,Madrid (ESP) (i),20 FEB 2010,1177
3072,8.18,-1.3,Dwight PHILLIPS,01 OCT 1977,USA,2,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1184
3072,8.18,+2.1,Michel TORNÉUS,26 MAY 1986,SWE,1,,Chania (GRE),31 MAY 2010,1165
3072,8.18,0.0,Ignisious GAISAH,20 JUL 1983,GHA,1,,Innsbruck (AUT),04 JUN 2010,1177
3072,8.18,0.0,Pavel SHALIN,06 MAR 1987,RUS,1,,"Meteor, Zhukovskiy (RUS)",26 JUN 2010,1177
3072,8.18,+0.3,Christian REIF,24 OCT 1984,GER,1,,Braunschweig (GER),17 JUL 2010,1177
3072,8.18,+0.2,Fabrice LAPIERRE,17 OCT 1983,AUS,2,,"Stade Louis II, Monaco (MON)",22 JUL 2010,1177
3072,8.18,+0.2,Dwight PHILLIPS,01 OCT 1977,USA,1,,"Crystal Palace, London (GBR)",14 AUG 2010,1177
3072,8.18,+0.4,Greg RUTHERFORD,17 NOV 1986,GBR,3,,"FBK Stadium, Hengelo (NED)",29 MAY 2011,1177
3072,8.18,+3.7,Sergey POLYANSKIY,29 OCT 1989,RUS,3,,Yerino (RUS),05 JUN 2011,1155
3072,8.18,+0.2,Yahya BERRABAH,13 OCT 1981,MAR,1,,Luzern (SUI),21 JUL 2011,1177
3072,8.18,+3.6,Sergey MORGUNOV,09 FEB 1993,RUS,1,,"Kadrioru staadion, Tallinn (EST)",22 JUL 2011,1156
3072,8.18,+1.1,Luis Felipe MÉLIZ,11 AUG 1979,ESP,3,,Barcelona (ESP),22 JUL 2011,1177
3072,8.18,-0.3,Louis TSATOUMAS,12 FEB 1982,GRE,1,,Athina (GRE),30 JUL 2011,1178
3072,8.18,+0.9,Aleksandr MENKOV,07 DEC 1990,RUS,1,,"Sports Park Mladost, Zagreb (CRO)",13 SEP 2011,1177
3072,8.18,+0.7,Aleksandr MENKOV,07 DEC 1990,RUS,1,,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,1177
3072,8.18,-0.1,Chris TOMLINSON,15 SEP 1981,GBR,1,,Newcastle upon Tyne (GBR),15 SEP 2012,1177
3072,8.18,,Aleksandr MENKOV,07 DEC 1990,RUS,1,,Moskva (RUS) (i),14 FEB 2013,1177
3072,8.18,+2.4,Jarvis GOTCH,25 MAR 1992,USA,1,,"Lubbock, TX (USA)",25 APR 2013,1163
3072,8.18,+0.8,Mauro Vinícius DA SILVA,26 DEC 1986,BRA,1,,São Paulo (BRA),19 MAY 2013,1177
3072,8.18,-0.7,Aleksandr MENKOV,07 DEC 1990,RUS,1,,"Olympiastadion, Stockholm (SWE)",22 AUG 2013,1181
3072,8.18,,Ngonidzashe MAKUSHA,11 MAR 1987,ZIM,1,,"Globe Arena, Stockholm (SWE) (i)",06 FEB 2014,1177
3072,8.18,,Adrian STRZAŁKOWSKI,28 MAR 1990,POL,1q,,"Ergo Arena, Sopot (POL) (i)",07 MAR 2014,1177
3072,8.18,+1.4,Xinglong GAO,12 MAR 1994,CHN,1,,Jinhua (CHN),06 JUL 2014,1177
3072,8.18,+1.3,Zarck VISSER,15 SEP 1989,RSA,1,,Kuortane (FIN),13 JUL 2014,1177
3072,8.18,+0.6,Higor ALVES,23 FEB 1994,BRA,1,,São Paulo (BRA),12 OCT 2014,1177
3072,8.18,,Kafétien GOMIS,23 MAR 1980,FRA,1,,Aubière (FRA) (i),22 FEB 2015,1177
3072,8.18,+1.3,Yohei SUGAI,14 JUN 1985,JPN,2,,"Walnut, CA (USA)",18 APR 2015,1177
3072,8.18,+1.8,Christian TAYLOR,18 JUN 1990,USA,3,,"Clermont, FL (USA)",18 APR 2015,1177
3072,8.18,+1.6,Zarck VISSER,15 SEP 1989,RSA,1,,Germiston (RSA),16 MAY 2015,1177
3072,8.18,+5.4,Jeff HENDERSON,19 FEB 1989,USA,1q2,,"CIBC, Toronto (CAN)",21 JUL 2015,1145
3072,8.18,0.0,Greg RUTHERFORD,17 NOV 1986,GBR,3,,"Olympic Stadium, London (GBR)",25 JUL 2015,1177
3072,8.18,0.0,Jianan WANG,27 AUG 1996,CHN,3,,"National Stadium, Beijing (CHN)",25 AUG 2015,1177
3072,8.18,+1.2,Ruswahl SAMAAI,25 SEP 1991,RSA,1,,Germiston (RSA),27 FEB 2016,1177
3072,8.18,,Changzhou HUANG,20 AUG 1994,CHN,1,,Nanjing (CHN) (i),28 FEB 2016,1177
3072,8.18,,Jianan WANG,27 AUG 1996,CHN,2,,Nanjing (CHN) (i),03 MAR 2016,1177
3072,8.18,,Ruswahl SAMAAI,25 SEP 1991,RSA,5,,"Oregon Convention Center, Portland, OR (USA) (i)",20 MAR 2016,1177
3072,8.18,-0.2,Fabrice LAPIERRE,17 OCT 1983,AUS,3,,"Stadio Olimpico, Roma (ITA)",02 JUN 2016,1178
3072,8.18,+1.0,Tyrone SMITH,07 AUG 1984,BER,4,,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1177
3072,8.18,+2.2,Serhiy NYKYFOROV,06 FEB 1994,UKR,1,,Lutsk (UKR),17 JUN 2016,1164
3072,8.18,,Serhiy NYKYFOROV,06 FEB 1994,UKR,1q,,"Kombank Arena, Beograd (SRB) (i)",03 MAR 2017,1177
3072,8.18,+0.4,Ruswahl SAMAAI,25 SEP 1991,RSA,5,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1177
3072,8.18,+1.3,Yuhao SHI,26 SEP 1998,CHN,,,Hong Kong (HKG),14 MAY 2017,1177
3072,8.18,+0.3,Greg RUTHERFORD,17 NOV 1986,GBR,1,,Manchester (GBR),26 MAY 2017,1177
3072,8.18,+1.7,Tomasz JASZCZUK,09 MAR 1992,POL,1,,Biala Podlaska (POL),28 MAY 2017,1177
3072,8.18,+1.8,Marquis DENDY,17 NOV 1992,USA,,,"Sacramento, CA (USA)",25 JUN 2017,1177
3072,8.18,+0.4,Jeff HENDERSON,19 FEB 1989,USA,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",04 JUL 2017,1177
3072,8.18,+2.2,Emiliano LASA,25 JAN 1990,URU,4,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1164
3072,8.18,+0.4,Michel TORNÉUS,26 MAY 1986,SWE,8,,"Olympic Stadium, London (GBR)",05 AUG 2017,1177
3072,8.18,+1.7,Emiliano LASA,25 JAN 1990,URU,3,,Tignes (FRA),16 AUG 2017,1177
3072,8.18,+0.6,Xinglong GAO,12 MAR 1994,CHN,2,,Tianjin (CHN),06 SEP 2017,1177
3072,8.18,+1.5,Alexsandro MELO,26 SEP 1995,BRA,1,,Maringa (BRA),04 NOV 2017,1177
3072,8.18,,Michael HARTFIELD,29 MAR 1990,USA,3,,"Albuquerque, NM (USA) (i)",17 FEB 2018,1177
3072,8.18,+1.6,Terell MCCLAIN,10 NOV 1995,USA,2f9,,"Long Beach, CA (USA)",21 APR 2018,1177
3072,8.18,+0.7,Luvo MANYONGA,08 JAN 1991,RSA,1,,"FBK Stadium, Hengelo (NED)",03 JUN 2018,1177
3072,8.18,+1.9,Corey CRAWFORD,12 DEC 1991,USA,1,,"Chula Vista, CA (USA)",09 JUN 2018,1177
3072,8.18,+0.9,Alexsandro MELO,26 SEP 1995,BRA,1,,São Paulo (BRA),23 JUL 2018,1177
3072,8.18,+1.6,Xinglong GAO,12 MAR 1994,CHN,1,,São Paulo (BRA),23 FEB 2019,1177
3072,8.18,,Changzhou HUANG,20 AUG 1994,CHN,1f1,,Nanjing (CHN) (i),23 FEB 2019,1177
3072,8.18,+2.5,Alexsandro MELO,26 SEP 1995,BRA,2,,"CNDA, Bragança Paulista (BRA)",28 APR 2019,1162
3072,8.18,+0.1,Yahya BERRABAH,13 OCT 1981,MAR,1,,Sale (MAR),28 APR 2019,1177
3072,8.18,+1.6,Trumaine JEFFERSON,21 APR 1995,USA,2,,"Austin, TX (USA)",05 JUN 2019,1177
3072,8.18,+0.8,Miltiadis TENTOGLOU,18 MAR 1998,GRE,1,,Chania (GRE),09 JUN 2019,1177
3072,8.18,+0.6,Jianan WANG,27 AUG 1996,CHN,3,,La Chaux-de-Fonds (SUI),30 JUN 2019,1177
3072,8.18,+0.8,Ruswahl SAMAAI,25 SEP 1991,RSA,1,,Luzern (SUI),09 JUL 2019,1177
