Rank,Mark,WIND,Competitor,DOB,Unnamed: 5,Pos,Unnamed: 7,Venue,Date,Results Score,Age_category,Event
1816,6.86,+1.9,Quanesha BURKS,15 MAR 1995,USA,1q1,,"Hayward Field, Eugene, OR (USA)",23 JUL 2022,1187,senior,long jump
1816,6.86,+0.8,Tara DAVIS-WOODHALL,20 MAY 1999,USA,,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",29 APR 2023,1187,senior,long jump
1816,6.86,+0.1,Alyssa JONES,06 FEB 2004,USA,2,,"Mike A. Myers Stadium, Austin, TX (USA)",08 JUN 2023,1187,senior,long jump
1816,6.86,+0.9,Hilary KPATCHA,05 MAY 1998,FRA,1,,"Stade Municipal, Pezenas (FRA)",10 JUN 2023,1187,senior,long jump
1816,6.86,+1.6,Natalia LINARES,03 JAN 2003,COL,1,,San Salvador (ESA),03 JUL 2023,1187,senior,long jump
1816,6.86,+2.5,Jazmin SAWYERS,21 MAY 1994,GBR,1,,"Manchester Regional Arena, Manchester (GBR)",09 JUL 2023,1172,senior,long jump
1816,6.86,0.0,Ivana VULETA,10 MAY 1990,SRB,3,,"Stade Louis II, Monaco (MON)",21 JUL 2023,1187,senior,long jump
1816,6.86,,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"The Track at New Balance, Boston, MA (USA) (i)",04 FEB 2024,1187,senior,long jump
1816,6.86,+1.0,Sophia BECKMON,17 AUG 2005,USA,1,,"Demirjian Park, Champaign, IL (USA)",04 MAY 2024,1187,senior,long jump
1816,6.86,+3.4,Ackelia SMITH,05 FEB 2002,JAM,1q1,,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1167,senior,long jump
1816,6.86,+0.8,Larissa IAPICHINO,18 JUL 2002,ITA,1,,"Stadio delle Palme, Palermo (ITA)",26 MAY 2024,1187,senior,long jump
1816,6.86,-0.7,Quanesha BURKS,15 MAR 1995,USA,3,,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1191,senior,long jump
1816,6.86,+0.2,Monae' NICHOLS,24 NOV 1998,USA,3,,"Hayward Field, Eugene, OR (USA)",29 JUN 2024,1187,senior,long jump
1816,6.86,+0.4,Malaika MIHAMBO,03 FEB 1994,GER,2q2,,"Stade de France, Paris (FRA)",06 AUG 2024,1187,senior,long jump
1816,6.86,,Larissa IAPICHINO,18 JUL 2002,ITA,1,,"Palaindoor, Padova (ITA) (i)",09 FEB 2025,1187,senior,long jump
1816,6.86,-0.4,Hilary KPATCHA,05 MAY 1998,FRA,3,,"Olympic Stadium, London (GBR)",19 JUL 2025,1189,senior,long jump
1928,6.85,,Valy IONESCU,31 AUG 1960,ROU,1,,Zaragoza (ESP),22 MAY 1983,1185,senior,long jump
1928,6.85,+2.4,Jennifer INNISS,21 NOV 1959,GUY,2,,"Indianapolis, IN (USA)",18 JUN 1983,1171,senior,long jump
1928,6.85,,Anișoara CUȘMIR,28 JUN 1962,ROU,1,,Zürich (SUI),24 AUG 1983,1185,senior,long jump
1928,6.85,w,Gwen LOUD,06 SEP 1961,USA,1,,"Eugene, OR (USA)",02 JUN 1984,1155,senior,long jump
1928,6.85,,Tatyana PROSKURYAKOVA,13 JAN 1956,URS,1,,Moskva (URS) (i),01 MAR 1985,1185,senior,long jump
1928,6.85,,Valentina KOVALYOVA,12 APR 1960,URS,1,,Gorkiy (URS),24 AUG 1985,1185,senior,long jump
1928,6.85,,Valentina KUROCHKINA,13 DEC 1959,URS,h,,Almaty (KAZ),14 SEP 1985,1185,senior,long jump
1928,6.85,+2.1,Jackie JOYNER,03 MAR 1962,USA,ce,,"Walnut, CA (USA)",25 APR 1986,1173,senior,long jump
1928,6.85,-1.0,Heike DRECHSLER,16 DEC 1964,GDR,1q2,,"Neckarstadion, Stuttgart (GER)",26 AUG 1986,1191,senior,long jump
1928,6.85,0.0,Yelena BELEVSKAYA,11 OCT 1963,URS,1q2,,"Neckarstadion, Stuttgart (GER)",26 AUG 1986,1185,senior,long jump
1928,6.85,+2.2,Anke BEHMER,05 JUN 1961,GER,ce,,Götzis (AUT),24 MAY 1987,1172,senior,long jump
1928,6.85,NWI,Nijolé MEDVEDEVA,20 OCT 1960,URS,4,,Moskva (URS),07 JUN 1987,1155,senior,long jump
1928,6.85,,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,,Stockholm (SWE),30 JUN 1987,1185,senior,long jump
1928,6.85,0.0,Jennifer INNISS,21 NOV 1959,USA,2,,"Indianapolis, IN (USA)",13 AUG 1987,1185,senior,long jump
1928,6.85,,Silvia KHRISTOVA-MONEVA,22 AUG 1965,BUL,1,,Sofia (BUL) (i),20 FEB 1988,1185,senior,long jump
1928,6.85,NWI,Ludmila NINOVA,25 JUN 1960,BUL,1,,Sofia (BUL),04 JUN 1988,1155,senior,long jump
1928,6.85,NWI,Yolanda CHEN,26 JUL 1961,URS,1,,Pihtipudas (FIN),19 JUL 1988,1155,senior,long jump
1928,6.85,,Yelena BELEVSKAYA,11 OCT 1963,URS,2,,Moskva (URS) (i),25 FEB 1989,1185,senior,long jump
1928,6.85,NWI,Marieta ILCU,16 OCT 1962,ROU,1,,Bucureşti (ROU),04 JUN 1989,1155,senior,long jump
1928,6.85,NWI,Galina CHISTYAKOVA,26 JUL 1962,URS,,,Oslo (NOR),01 JUL 1989,1155,senior,long jump
1928,6.85,+0.4,Anke BEHMER,05 JUN 1961,GDR,1,,Linz (AUT),14 AUG 1989,1185,senior,long jump
1928,6.85,,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,"Kelvin Hall, Glasgow (GBR) (i)",03 MAR 1990,1185,senior,long jump
1928,6.85,+0.8,Karen KRUGER,13 JUL 1963,RSA,1,,Johannesburg (RSA),23 MAR 1990,1185,senior,long jump
1928,6.85,+1.7,Fiona MAY,12 DEC 1969,GBR,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1185,senior,long jump
1928,6.85,NWI,Heike DRECHSLER,16 DEC 1964,GDR,2,,Bruxelles (BEL),10 AUG 1990,1155,senior,long jump
1928,6.85,+0.8,Ringa ROPO-JUNNILA,16 FEB 1966,FIN,2,,Lahti (FIN),11 AUG 1990,1185,senior,long jump
1928,6.85,+1.3,Inessa KRAVETS,05 OCT 1966,URS,6,,"Poljud Stadion, Split (CRO)",28 AUG 1990,1185,senior,long jump
1928,6.85,+3.8,Katja TROSTEL,05 OCT 1968,GER,1,,Berlin (GER),16 JUN 1991,1163,senior,long jump
1928,6.85,+2.2,Susen TIEDTKE,23 JAN 1969,GER,3q1,,"National Stadium, Tokyo (JPN)",24 AUG 1991,1172,senior,long jump
1928,6.85,+1.3,Yelena SINCHUKOVA,23 JAN 1961,RUS,2,,"Estadio Panamericano, La Habana (CUB)",27 SEP 1992,1185,senior,long jump
1928,6.85,,Estera SZABO,11 OCT 1967,ROU,3,,Bacãu (ROU) (i),23 JAN 1993,1185,senior,long jump
1928,6.85,w,Dedra DAVIS,17 JUL 1973,BAH,1,,"Boise, ID (USA)",01 JUN 1994,1155,senior,long jump
1928,6.85,+2.0,Niki XANTHOU,11 OCT 1973,GRE,1,,Rethymno (GRE),25 MAY 1996,1185,senior,long jump
1928,6.85,+1.3,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,,Kyiv (UKR),01 JUN 1996,1185,senior,long jump
1928,6.85,0.0,Olena SHEKHOVTSOVA,31 MAY 1972,UKR,1,,Kraków (POL),13 JUL 1996,1185,senior,long jump
1928,6.85,0.0,Agata KARCZMAREK,29 NOV 1963,POL,2,,Kraków (POL),13 JUL 1996,1185,senior,long jump
1928,6.85,-0.5,Fiona MAY,12 DEC 1969,ITA,1q1,,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,1188,senior,long jump
1928,6.85,+1.6,Chioma AJUNWA,25 DEC 1971,NGR,1,,Linz (AUT),21 AUG 1996,1185,senior,long jump
1928,6.85,+1.3,Ludmila NINOVA,25 JUN 1960,AUT,1,,Tokyo (JPN),16 SEP 1996,1185,senior,long jump
1928,6.85,,Heike DRECHSLER,16 DEC 1964,GER,2,,Erfurt (GER) (i),05 FEB 1997,1185,senior,long jump
1928,6.85,0.0,Fiona MAY,12 DEC 1969,ITA,1,,Rovereto (ITA),20 AUG 1997,1185,senior,long jump
1928,6.85,+5.2,Shana WILLIAMS,07 APR 1972,USA,1,,"Tempe, AZ (USA)",11 APR 1998,1154,senior,long jump
1928,6.85,0.0,Dawn BURRELL,01 NOV 1973,USA,1,,Kassel (GER),03 JUN 1998,1185,senior,long jump
1928,6.85,+1.1,Erica JOHANSSON,05 FEB 1974,SWE,1,,Malmö (SWE),07 JUN 1998,1185,senior,long jump
1928,6.85,0.0,Heike DRECHSLER,16 DEC 1964,GER,1,,Nürnberg (GER),11 JUL 1998,1185,senior,long jump
1928,6.85,+3.9,Lyudmila GALKINA,20 JAN 1972,RUS,2,,"New York, NY (USA)",19 JUL 1998,1162,senior,long jump
1928,6.85,+1.5,Nina PEREVEDENTSEVA,02 MAY 1964,RUS,2,,Moskva (RUS),01 AUG 1998,1185,senior,long jump
1928,6.85,-0.2,Niurka MONTALVO,04 JUN 1968,CUB,3,,Zürich (SUI),12 AUG 1998,1186,senior,long jump
1928,6.85,+2.7,Marion JONES,12 OCT 1975,USA,1,,"Durham, NC (USA)",03 APR 1999,1169,senior,long jump
1928,6.85,+0.2,Niurka MONTALVO,04 JUN 1968,ESP,3,,Athina (GRE),30 MAY 1999,1185,senior,long jump
1928,6.85,+0.4,Lyudmila GALKINA,20 JAN 1972,RUS,1,,Torino (ITA),24 JUN 1999,1185,senior,long jump
1928,6.85,+1.2,Aurélie FELIX,26 MAR 1979,FRA,1,,"Ullevi Stadium, Göteborg (SWE)",30 JUL 1999,1185,senior,long jump
1928,6.85,-0.1,Eunice BARBER,17 NOV 1974,FRA,ce,,Götzis (AUT),03 JUN 2000,1185,senior,long jump
1928,6.85,+1.2,Tatyana KOTOVA,11 DEC 1976,RUS,1,,St. Petersburg (RUS),18 JUN 2000,1185,senior,long jump
1928,6.85,+2.1,Olga RUBLYOVA,28 OCT 1974,RUS,1,,Dortmund (GER),08 JUL 2000,1173,senior,long jump
1928,6.85,-0.3,Dawn BURRELL,01 NOV 1973,USA,1,,"Crystal Palace, London (GBR)",05 AUG 2000,1186,senior,long jump
1928,6.85,+0.1,Viorica ŢIGĂU,12 AUG 1979,ROU,,,Bucureşti (ROU),06 AUG 2000,1185,senior,long jump
1928,6.85,-0.7,Niurka MONTALVO,04 JUN 1968,ESP,4,,Zürich (SUI),11 AUG 2000,1189,senior,long jump
1928,6.85,0.0,Niki XANTHOU,11 OCT 1973,GRE,1,,Patra (GRE),14 JUL 2002,1185,senior,long jump
1928,6.85,+0.3,Heike DRECHSLER,16 DEC 1964,GER,1,,Leverkusen (GER),27 JUL 2002,1185,senior,long jump
1928,6.85,+0.5,Tatyana KOTOVA,11 DEC 1976,RUS,1,,"Olympiastadion, München (GER)",07 AUG 2002,1185,senior,long jump
1928,6.85,+0.3,Tatyana KOTOVA,11 DEC 1976,RUS,1,,"CM, Madrid (ESP)",21 SEP 2002,1185,senior,long jump
1928,6.85,+0.5,Carolina KLÜFT,02 FEB 1983,SWE,1,,Stockholm (SWE),27 JUL 2004,1185,senior,long jump
1928,6.85,-0.7,Irina MELESHINA,25 MAY 1982,RUS,2q,,Tula (RUS),29 JUL 2004,1189,senior,long jump
1928,6.85,-0.1,Oksana UDMURTOVA,01 FEB 1982,RUS,2,,Tula (RUS),13 JUL 2005,1185,senior,long jump
1928,6.85,+0.1,Lyudmila KOLCHANOVA,01 OCT 1979,RUS,1,,Cuxhaven (GER),07 JUL 2006,1185,senior,long jump
1928,6.85,+1.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,3,,Rethymno (GRE),21 JUL 2006,1185,senior,long jump
1928,6.85,+2.2,Oksana UDMURTOVA,01 FEB 1982,RUS,3,,Madrid (ESP),21 JUL 2007,1172,senior,long jump
1928,6.85,-0.7,Olga RYPAKOVA,30 NOV 1984,KAZ,1,,Bangkok (THA),10 AUG 2007,1189,senior,long jump
1928,6.85,+1.0,Carolina KLÜFT,02 FEB 1983,SWE,2ce2,,"Yanmar Stadium Nagai, Osaka (JPN)",26 AUG 2007,1185,senior,long jump
1928,6.85,+0.1,Bianca KAPPLER,08 AUG 1977,GER,3q1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1185,senior,long jump
1928,6.85,,Karin MEY MELIS,31 MAY 1983,RSA,3,,Stockholm (SWE) (i),21 FEB 2008,1185,senior,long jump
1928,6.85,+6.4,Jovanee JARRETT,15 JAN 1983,JAM,1,,Fort-de-France (FRA),08 MAY 2008,1147,senior,long jump
1928,6.85,+2.6,Funmi JIMOH,29 MAY 1984,USA,2,,"Eugene, OR (USA)",08 JUN 2008,1170,senior,long jump
1928,6.85,+0.5,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,Rio de Janeiro (BRA),17 MAY 2009,1185,senior,long jump
1928,6.85,+0.6,Olga KUCHERENKO,05 NOV 1985,RUS,1,,Göteborg (SWE),09 JUN 2009,1185,senior,long jump
1928,6.85,+0.6,Olga KUCHERENKO,05 NOV 1985,RUS,1q2,,Cheboksary (RUS),23 JUL 2009,1185,senior,long jump
1928,6.85,+2.4,Ksenija BALTA,01 NOV 1986,EST,2,,"Crystal Palace, London (GBR)",25 JUL 2009,1171,senior,long jump
1928,6.85,+2.0,Nastassia MIRONCHYK-IVANOVA,13 APR 1989,BLR,1,,Minsk (BLR),03 JUN 2011,1185,senior,long jump
1928,6.85,+0.1,Brittney REESE,09 SEP 1986,USA,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2011,1185,senior,long jump
1928,6.85,+4.4,Yuliya PIDLUZHNAYA,01 OCT 1988,RUS,2,,Nice (FRA),18 SEP 2011,1159,senior,long jump
1928,6.85,,Darya KLISHINA,15 JAN 1991,RUS,4,,"Ataköy Arena, Istanbul (TUR) (i)",11 MAR 2012,1185,senior,long jump
1928,6.85,+0.5,Maurren Higa MAGGI,25 JUN 1976,BRA,1,,São Paulo (BRA),16 MAY 2012,1185,senior,long jump
1928,6.85,+1.8,Brittney REESE,09 SEP 1986,USA,1,,"Tucson, AZ (USA)",19 MAY 2012,1185,senior,long jump
1928,6.85,+2.2,Svetlana BIRYUKOVA,01 APR 1991,RUS,1,,Yerino (RUS),02 JUN 2012,1172,senior,long jump
1928,6.85,-0.1,Olga SUDARAVA,22 FEB 1984,BLR,3,,Minsk (BLR),12 JUN 2012,1185,senior,long jump
1928,6.85,+1.4,Brianna GLENN,18 APR 1980,USA,5,,"Hayward Field, Eugene, OR (USA)",01 JUL 2012,1185,senior,long jump
1928,6.85,-0.4,Blessing OKAGBARE,09 OCT 1988,NGR,2,,"Letzigrund, Zürich (SUI)",30 AUG 2012,1187,senior,long jump
1928,6.85,,Brittney REESE,09 SEP 1986,USA,2,,"New York, NY (USA) (i)",16 FEB 2013,1185,senior,long jump
1928,6.85,-0.1,Shara PROCTOR,16 SEP 1988,GBR,1q1,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1185,senior,long jump
1928,6.85,,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,"Ergo Arena, Sopot (POL) (i)",09 MAR 2014,1185,senior,long jump
1928,6.85,+0.3,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1185,senior,long jump
1928,6.85,-0.3,Éloyse LESUEUR-AYMONIN,15 JUL 1988,FRA,1,,"Letzigrund, Zürich (SUI)",13 AUG 2014,1186,senior,long jump
1928,6.85,+1.8,Shara PROCTOR,16 SEP 1988,GBR,2,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1185,senior,long jump
1928,6.85,+0.7,Lorraine UGEN,22 AUG 1991,GBR,5,,"National Stadium, Beijing (CHN)",28 AUG 2015,1185,senior,long jump
1928,6.85,+0.3,Karin MEY MELIS,31 MAY 1983,TUR,1,,Johannesburg (RSA),13 FEB 2016,1185,senior,long jump
1928,6.85,,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,Beograd (SRB) (i),01 MAR 2016,1185,senior,long jump
1928,6.85,+0.9,Yelena SOKOLOVA,23 JUL 1986,RUS,1,,Zhukovskiy (RUS),29 JUL 2017,1185,senior,long jump
1928,6.85,,Khaddi SAGNIA,20 APR 1994,SWE,1,,Gävle (SWE) (i),17 FEB 2018,1185,senior,long jump
1928,6.85,,Sosthene MOGUENARA-TAROUM,17 OCT 1989,GER,3,,"Arena Birmingham, Birmingham (GBR) (i)",04 MAR 2018,1185,senior,long jump
1928,6.85,+1.7,Lorraine UGEN,22 AUG 1991,GBR,1,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1185,senior,long jump
1928,6.85,+1.8,Malaika MIHAMBO,03 FEB 1994,GER,2,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1185,senior,long jump
1928,6.85,,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,Sumy (UKR) (i),08 FEB 2019,1185,senior,long jump
1928,6.85,+0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,,Dessau (GER),14 JUN 2019,1185,senior,long jump
1928,6.85,+0.4,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1185,senior,long jump
1928,6.85,+0.4,Katarina JOHNSON-THOMPSON,09 JAN 1993,GBR,3,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1185,senior,long jump
1928,6.85,+0.6,Brittney REESE,09 SEP 1986,USA,2,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1185,senior,long jump
1928,6.85,+1.6,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1185,senior,long jump
1928,6.85,+0.5,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,,"Paul-Greifzu-Stadion, Dessau (GER)",08 SEP 2020,1185,senior,long jump
1928,6.85,+0.2,Khaddi SAGNIA,20 APR 1994,SWE,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1185,senior,long jump
1928,6.85,+0.1,Keturah ORJI,05 MAR 1996,USA,1,,"CVEATC, Chula Vista, CA (USA)",03 APR 2021,1185,senior,long jump
1928,6.85,+1.8,Quanesha BURKS,15 MAR 1995,USA,2,,"CVEATC, Chula Vista, CA (USA)",06 JUN 2021,1185,senior,long jump
1928,6.85,+1.9,Darya REZNICHENKO,03 APR 1991,UZB,1,,"AFU Athletics Stadium, Tashkent (UZB)",28 JUN 2021,1185,senior,long jump
1928,6.85,+0.6,Tara DAVIS,20 MAY 1999,USA,2q1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1185,senior,long jump
1928,6.85,+2.3,Ivana ŠPANOVIĆ,10 MAY 1990,SRB,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1172,senior,long jump
1928,6.85,,Ivana VULETA,10 MAY 1990,SRB,1,,"Atletska dvorana, Beograd (SRB) (i)",05 FEB 2022,1185,senior,long jump
1928,6.85,,Ese BRUME,20 JAN 1996,NGR,2,,"Štark Arena, Beograd (SRB) (i)",20 MAR 2022,1185,senior,long jump
1928,6.85,+1.6,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1185,senior,long jump
1928,6.85,+0.9,Malaika MIHAMBO,03 FEB 1994,GER,1,,"Olympiastadion, Berlin (GER)",26 JUN 2022,1185,senior,long jump
1928,6.85,+1.1,Deborah ACQUAH,23 MAY 1996,GHA,1q2,,"Alexander Stadium, Birmingham (GBR)",05 AUG 2022,1185,senior,long jump
1928,6.85,+0.6,Tara DAVIS-WOODHALL,20 MAY 1999,USA,1,,"Estadio Iberoamericano, Huelva (ESP)",06 JUN 2023,1185,senior,long jump
1928,6.85,+1.5,Tissanna HICKLING,07 JAN 1998,JAM,1,,"National Stadium, Kingston (JAM)",06 JUL 2023,1185,senior,long jump
1928,6.85,+0.2,Ivana VULETA,10 MAY 1990,SRB,1,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1185,senior,long jump
1928,6.85,0.0,Ese BRUME,20 JAN 1996,NGR,2,,"Hayward Field, Eugene, OR (USA)",17 SEP 2023,1185,senior,long jump
1928,6.85,,Ackelia SMITH,05 FEB 2002,JAM,1,,"Convention Center, Albuquerque, NM (USA) (i)",02 FEB 2024,1185,senior,long jump
1928,6.85,,Monae' NICHOLS,24 NOV 1998,USA,2,,"Glasgow Arena, Glasgow (GBR) (i)",03 MAR 2024,1185,senior,long jump
1928,6.85,+1.4,Hayla GONZÁLEZ,28 OCT 2003,CUB,1,,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",12 JUN 2024,1185,senior,long jump
1928,6.85,+2.6,Monae' NICHOLS,24 NOV 1998,USA,3q1,,"Hayward Field, Eugene, OR (USA)",27 JUN 2024,1170,senior,long jump
1928,6.85,+1.0,Larissa IAPICHINO,18 JUL 2002,ITA,,,"Olympiastadion, Stockholm (SWE)",15 JUN 2025,1185,senior,long jump
1928,6.85,+0.2,Jasmine MOORE,01 MAY 2001,USA,1,,"Stadion Śląski, Chorzów (POL)",16 AUG 2025,1185,senior,long jump
1928,6.85,+1.7,Hilary KPATCHA,05 MAY 1998,FRA,2q1,,"National Stadium, Tokyo (JPN)",13 SEP 2025,1185,senior,long jump
2059,6.84,0.0,Heidemarie ROSENDAHL,14 FEB 1947,FRG,1,,Torino (ITA),03 SEP 1970,1183,senior,long jump
2059,6.84,+3.2,Susan REEVE,17 SEP 1951,GBR,1,,Edinburgh (GBR),25 JUN 1977,1164,senior,long jump
2059,6.84,0.0,Lidiya ALFEYEVA,17 JAN 1946,URS,2,,Moskva (URS),12 JUN 1980,1183,senior,long jump
2059,6.84,,Anișoara CUȘMIR,28 JUN 1962,ROU,1,,Tel Aviv (ISR),04 MAY 1983,1183,senior,long jump
2059,6.84,+2.2,Valy IONESCU,31 AUG 1960,ROU,1,,Tokyo (JPN),08 MAY 1983,1170,senior,long jump
2059,6.84,-0.6,Natalya ALYOSHINA,05 APR 1956,URS,2,,Moskva (URS),20 JUN 1983,1186,senior,long jump
2059,6.84,,Larisa BALUTA,13 AUG 1965,URS,2,,Krasnodar (URS),06 AUG 1983,1183,senior,long jump
2059,6.84,,Helga RADTKE,16 MAY 1962,GDR,2,,Potsdam (GDR),25 MAY 1984,1183,senior,long jump
2059,6.84,,Sigrid ULBRICHT,25 JUL 1958,GDR,2,,Erfurt (GER),02 JUN 1984,1183,senior,long jump
2059,6.84,,Yelena SINCHUKOVA,23 JAN 1961,URS,5,,Kiev (URS),23 JUN 1984,1183,senior,long jump
2059,6.84,,Natalya CHERNIDRONOVA,1959,URS,1,,Kazan (URS),14 JUL 1984,1183,senior,long jump
2059,6.84,NWI,Eva MURKOVÁ,29 MAY 1962,TCH,5,,Praha (TCH),17 AUG 1984,1153,senior,long jump
2059,6.84,,Helga RADTKE,16 MAY 1962,GDR,1,,Senftenberg (GER) (i),09 FEB 1985,1183,senior,long jump
2059,6.84,,Yelena SINCHUKOVA,23 JAN 1961,URS,4,,Kishinev (URS) (i),16 FEB 1985,1183,senior,long jump
2059,6.84,NWI,Eva MURKOVÁ,29 MAY 1962,TCH,1,,Banská Bystrica (TCH),31 MAY 1986,1153,senior,long jump
2059,6.84,NWI,Vera OLENCHENKO,21 MAR 1959,URS,1,,Taganrog (URS),05 JUL 1986,1153,senior,long jump
2059,6.84,,Carol LEWIS,08 AUG 1963,USA,1,,Budapest (HUN),11 AUG 1986,1183,senior,long jump
2059,6.84,,Valy IONESCU-CONSTANTIN,31 AUG 1960,ROU,1,,Bucureşti (ROU) (i),21 JAN 1987,1183,senior,long jump
2059,6.84,,Helga RADTKE,16 MAY 1962,GDR,2,,Berlin (GER) (i),24 JAN 1987,1183,senior,long jump
2059,6.84,NWI,Marieta ILCU,16 OCT 1962,ROU,3,,Pitesti (ROU),09 AUG 1987,1153,senior,long jump
2059,6.84,+1.8,Helga RADTKE,16 MAY 1962,GDR,1,,Dresden (GER),15 AUG 1987,1183,senior,long jump
2059,6.84,+4.2,Lyudmila NINOVA,25 JUN 1960,BUL,1,,Sofia (BUL),16 AUG 1987,1158,senior,long jump
2059,6.84,,Helga RADTKE,16 MAY 1962,GDR,3,,Bruxelles (BEL),11 SEP 1987,1183,senior,long jump
2059,6.84,+2.8,Anu KALJURAND,16 APR 1969,URS,2,,Riga (LAT),04 JUN 1988,1167,senior,long jump
2059,6.84,NWI,Yelena MEDVEDYEVA,09 JUL 1965,URS,1,,Tallinn (EST),09 JUL 1988,1153,senior,long jump
2059,6.84,,Yolanda CHEN,26 JUL 1961,URS,3,,Moskva (URS) (i),25 FEB 1989,1183,senior,long jump
2059,6.84,+3.8,Ringa ROPO-JUNNILA,16 FEB 1966,FIN,1,,Kouvola (FIN),08 JUL 1989,1161,senior,long jump
2059,6.84,NWI,Galina CHISTYAKOVA,26 JUL 1962,URS,1,,"Stade Louis II, Monaco (MON)",01 SEP 1989,1153,senior,long jump
2059,6.84,NWI,Mirela DULGHERU-RENDA,05 OCT 1966,ROU,1,,Pitesti (ROU),26 MAY 1990,1153,senior,long jump
2059,6.84,+1.3,Marieta ILCU,16 OCT 1962,ROU,2,,Villeneuve d'Ascq (FRA),28 JUN 1990,1183,senior,long jump
2059,6.84,NWI,Helga RADTKE,16 MAY 1962,GDR,2,,Dresden (GER),18 AUG 1990,1153,senior,long jump
2059,6.84,,Larisa BEREZHNAYA,28 FEB 1961,URS,1,,"Palacio de los Deportes, Sevilla (ESP) (i)",09 MAR 1991,1183,senior,long jump
2059,6.84,,Ludmila NINOVA,25 JUN 1960,AUT,2,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1183,senior,long jump
2059,6.84,,Inessa KRAVETS,05 OCT 1966,URS,3,,"Letzigrund, Zürich (SUI)",07 AUG 1991,1183,senior,long jump
2059,6.84,,Juan YANG,05 SEP 1969,CHN,1,,Beijing (CHN),18 APR 1992,1183,senior,long jump
2059,6.84,,Marieta ILCU,16 OCT 1962,ROU,1,,"The Sky Dome, Toronto (CAN) (i)",12 MAR 1993,1183,senior,long jump
2059,6.84,,Susen TIEDTKE,23 JAN 1969,GER,2,,"The Sky Dome, Toronto (CAN) (i)",12 MAR 1993,1183,senior,long jump
2059,6.84,0.0,Renata NIELSEN,18 MAY 1966,DEN,2,,Oslo (NOR),10 JUL 1993,1183,senior,long jump
2059,6.84,,Svetlana MOSKALETS,22 JAN 1969,RUS,1,,Moskva (RUS) (i),24 JAN 1995,1183,senior,long jump
2059,6.84,0.0,Yelena SINCHUKOVA,23 JAN 1961,RUS,3,,Moskva (RUS),05 JUN 1995,1183,senior,long jump
2059,6.84,+0.8,Iva PRANDZHEVA,15 FEB 1972,BUL,1,,"Estadio de la Comunidad, Madrid (ESP)",02 JUN 1996,1183,senior,long jump
2059,6.84,+1.9,Ludmila NINOVA,25 JUN 1960,AUT,1,,Sestriere (ITA),07 AUG 1996,1183,senior,long jump
2059,6.84,,Fiona MAY,12 DEC 1969,ITA,1,,Genova (ITA) (i),11 FEB 1997,1183,senior,long jump
2059,6.84,,Fiona MAY,12 DEC 1969,ITA,1,,Genova (ITA) (i),22 FEB 1997,1183,senior,long jump
2059,6.84,+3.1,Trecia Kaye SMITH,05 NOV 1975,JAM,ce,,"Tuscaloosa, AL (USA)",21 MAR 1997,1165,senior,long jump
2059,6.84,+1.0,Nina PEREVEDENTSEVA,02 MAY 1964,RUS,3,,Chania (GRE),31 MAY 1997,1183,senior,long jump
